,source,tag,video_id,post_date_utc,description,text_language,category_type,is_aigc,aigc_description,collected,is_reviewing,likes,comments,shares,views,author_follower_count,author_following_count,author_total_likes,author_video_count,datetime
201,TikTok,DoordashGirl,7.57602E+18,2027-03-28 20:13:15.415000+00:00,A ENTREGADORA QUE ENTREGOU ATÉ DEMAIS FOI PRESA?! #meme #noticias #memes #doordash #doordashgirl,pt,104,FALSE,,FALSE,FALSE,21000,138,240,234400,500900,72,20300000,523,11/23/2025 14:41
202,TikTok,DoordashGirl,7.56297E+18,2027-02-20 19:56:10.191000+00:00,yall are weird #doordashgirl ,en,105,FALSE,,FALSE,FALSE,1758,566,15,37500,347700,810,3100000,1716,10/19/2025 11:39
203,TikTok,DoordashGirl,7.57352E+18,2027-03-21 22:34:18.117000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #olivia ,en,114,FALSE,,FALSE,FALSE,85,4,17,8050,12200,2,58400,41,11/16/2025 20:55
204,TikTok,DoordashGirl,7.56313E+18,2027-02-21 06:00:20.012000+00:00,Found it funny that some male creator came on here talking about how he respects that women are “holding her accountable” as if women have never infamously been victim blamers,en,114,FALSE,,FALSE,FALSE,137100,4126,2629,1200000,51800,77,11600000,346,10/19/2025 21:29
205,TikTok,DoordashGirl,7.58234E+18,2027-04-15 06:39:18.939000+00:00,DoorDash girl has been sentenced #doordashgirl #viral #fypシ #outdoorboys #greenscreen ,en,114,FALSE,,FALSE,FALSE,1750,38,126,45300,6000000,179,17500000,113,12/10/2025 15:18
206,TikTok,DoordashGirl,7.57558E+18,2027-03-27 14:59:56.693000+00:00,DoorDash Driver Claims SA Viral Drama #news #women #relationships #fyp #viral #friendship #reaction ,en,120,FALSE,,FALSE,FALSE,67500,2167,1527,2400000,52400,10,816700,310,11/22/2025 10:08
208,TikTok,DoordashGirl,7.5638E+18,2027-02-23 02:23:09.066000+00:00,Thought of this in my head 💔 #fyp #doordash #marioodyssey #doordashgirl ,en,103,FALSE,,FALSE,FALSE,20500,470,4313,104300,3593,2552,454800,722,10/21/2025 16:49
209,TikTok,DoordashGirl,7.57682E+18,2027-03-31 00:40:51.062000+00:00,Anyone elses fyp caught up in that?,en,110,FALSE,,FALSE,FALSE,126,0,2,1696,314500,174,7300000,2666,11/25/2025 17:54
210,TikTok,DoordashGirl,7.57343E+18,2027-03-21 16:10:50.142000+00:00,#doordash #harassment #injustice ,un,110,FALSE,,FALSE,FALSE,3466,382,41,22000,11800,75,2700000,1181,11/16/2025 14:40
211,TikTok,DoordashGirl,7.56271E+18,2027-02-20 02:41:09.770000+00:00,I cannot get behind “trust all women.” And being a woman who has been through abuse- I will still say that with my whole chest. #SA #doorDashGirl #doordash #accountability ,en,114,FALSE,,FALSE,FALSE,22100,2270,257,418600,54100,2141,565400,53,10/18/2025 18:48
212,TikTok,DoordashGirl,7.56437E+18,2027-02-24 16:41:25.250000+00:00,DoorDash girl #sml #doordash #doordashgirl #funny #fyp ,en,104,FALSE,,FALSE,FALSE,284300,4800,12300,6700000,12200,2820,2100000,158,10/23/2025 6:14
213,TikTok,DoordashGirl,7.56338E+18,2027-02-21 22:45:35.796000+00:00,#doordashgirl ,un,114,FALSE,,FALSE,FALSE,23300,830,660,1100000,132900,117,1900000,426,10/20/2025 13:51
214,TikTok,DoordashGirl,7.56372E+18,2027-02-22 21:13:07.058000+00:00,I am the victim #Doordash #Doordashgirl #Victim,en,104,FALSE,,FALSE,FALSE,53500,286,1537,809300,185,115,63500,21,10/21/2025 11:47
215,TikTok,DoordashGirl,7.56352E+18,2027-02-22 08:12:59.456000+00:00,#doordashgirl #doordashai #doordashproof ,un,114,FALSE,,FALSE,FALSE,1006,320,38,74600,14000,5023,934400,1004,10/20/2025 23:05
216,TikTok,DoordashGirl,6.92479E+18,2022-04-26 18:44:42.781000+00:00,This is a draft btw #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,FALSE,,FALSE,FALSE,779,18,2,9601,8132,5,77300,9,2/2/2021 16:03
217,TikTok,DoordashGirl,7.57344E+18,2027-03-21 16:57:41.725000+00:00,Women still tryna defend the DoorDash girl who got arrested  #CapCut #blacktiktok #funny #doordash #yap ,en,120,FALSE,,FALSE,FALSE,247,29,5,11000,4384,694,525200,808,11/16/2025 15:26
218,TikTok,DoordashGirl,7.56286E+18,2027-02-20 12:21:30.182000+00:00,DoorDash girl doesn't change the fact we should believe all victims:/,en,114,FALSE,,FALSE,FALSE,283,16,40,67000,9486,0,2049,26,10/19/2025 4:15
219,TikTok,DoordashGirl,7.56568E+18,2027-02-28 07:11:18.228000+00:00,"DoorDash girl @irlmonsterhighdoll posted a new video 10/26/25  She said she has irrefutable proof that the door was already open when she arrived to drop off the customer’s order. She said she did not enter his home and she did not open his door. ICYMI:  A DoorDash driver said when she dropped off a customer’s order, his door was wide open, he was in full view laying on the couch n*ked from the waist down. DoorDash deactivated her account (she was fired) as well as the customer’s account. #doordashgirl #irlmonsterhighdoll #doordashdriver #update #doordash ",en,114,FALSE,,FALSE,FALSE,449,331,30,171200,106500,5153,11200000,1520,10/26/2025 18:42
220,TikTok,DoordashGirl,7.58757E+18,2027-04-29 17:08:07.422000+00:00,#stitch with @Trucker 💝Girl #omggggg #letstalkaboutit ,un,105,FALSE,,FALSE,FALSE,1352,127,43,159100,5465,3615,85900,1546,12/24/2025 17:40
221,TikTok,DoordashGirl,7.57126E+18,2027-03-15 17:02:27.868000+00:00,DoorDash SA girl update and I am not switching sides #men #women #fyp ,en,114,FALSE,,FALSE,FALSE,9267,720,75,208300,1400000,333,42100000,785,11/10/2025 18:53
222,TikTok,DoordashGirl,7.57469E+18,2027-03-25 04:01:34.240000+00:00,Ridiculous // edit: charged but not in jail,en,105,FALSE,,FALSE,FALSE,5932,367,58,66500,344200,1861,16600000,4233,11/20/2025 0:33
223,TikTok,DoordashGirl,7.56501E+18,2027-02-26 11:04:56.031000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery #Doorbell camera Evidence ,en,120,FALSE,,FALSE,FALSE,171,3,11,39900,8,0,225,16,10/24/2025 23:38
226,TikTok,DoordashGirl,7.5654E+18,2027-02-27 12:31:01+00:00,Replying to @Bob Bob Door bell camera footage of the DoorDash girl  #DoorDash #DoorDashGirl #Sora #Ai #trending ,en,104,FALSE,,FALSE,FALSE,406,19,14,46900,2993,191,470900,51,10/26/2025 0:28
227,TikTok,DoordashGirl,7.56334E+18,2027-02-21 20:08:16.556000+00:00,thank you @Kurorotan for this drawing of doordash girl #wojak #doordashgirl #bluetoothSA #fyp #kindness ,en,100,FALSE,,FALSE,FALSE,20200,535,2763,194900,231,85,20300,1,10/20/2025 11:17
228,TikTok,DoordashGirl,7.28393E+18,2025-01-11 19:24:51.950000+00:00,Replying to @Corey Livingston318 Did you order DoorDash today? #doordash #cute #foryoupage #foru #forupage #deliverygirl #goodmorning #tiktok #prettywoman #adulttok ,en,120,FALSE,,FALSE,FALSE,183,3,3,6506,124000,47,630800,462,9/28/2023 12:16
229,TikTok,DoordashGirl,7.56446E+18,2027-02-24 22:15:27.893000+00:00,#stitch with @gwapanese ,un,114,FALSE,,FALSE,FALSE,12700,463,179,171400,1600000,1285,162400000,4955,10/23/2025 11:40
230,TikTok,DoordashGirl,7.57312E+18,2027-03-20 20:02:12.994000+00:00,DoorDash girl UPDATE #doordashgirl #doordashgirlupdate #chismestiktok #chismesito ,en,105,FALSE,,FALSE,FALSE,16700,708,618,483800,712300,5912,30600000,4316,11/15/2025 19:00
231,TikTok,DoordashGirl,7.56319E+18,2027-02-21 10:03:51.449000+00:00,THE DOOR DASH GIRL IS A VICTIM YES! #fyp #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,2430,393,81,23300,246800,473,19300000,489,10/20/2025 1:27
232,TikTok,DoordashGirl,7.56652E+18,2027-03-02 14:57:49.303000+00:00,Ranking Best Door Dash Girl Sora Remakes #doordashgirl #sora #ai #sora2 #doordashlady #doordashlife #anime #imthevictim #ranking #disney #remake #fyp,en,100,FALSE,,FALSE,FALSE,500300,1635,13600,9800000,258000,0,36300000,211,10/29/2025 1:10
233,TikTok,DoordashGirl,7.57312E+18,2027-03-20 19:51:15.160000+00:00,She did not deserve this #doordashgirl #doordash #arrested ,en,114,FALSE,,FALSE,FALSE,6965,202,226,126500,67800,109,7100000,44,11/15/2025 18:49
236,TikTok,DoordashGirl,7.56523E+18,2027-02-27 01:40:56.988000+00:00,kinda late ngl #tuskact4 #jjba #sbr #doordashgirl #steelballrun ,en,100,FALSE,,FALSE,FALSE,18800,205,4991,103200,1393,744,122500,61,10/25/2025 13:53
237,TikTok,DoordashGirl,7.57305E+18,2027-03-20 15:23:56.396000+00:00,11/15/2025 Breaking News: Door Dash Girl Got Arrested and Johnathan Alpert Faulkner Focus Interview Discusses TDS Might Be Real but importantly Door Dash Girl Was Arrested #breakingnews #news #trump #doordashgirl #interview ,en,114,FALSE,,FALSE,FALSE,21400,1039,2854,83500,639600,103,27100000,1649,11/15/2025 14:28
238,TikTok,DoordashGirl,7.59115E+18,2027-05-09 14:05:18.106000+00:00,The DoorDash Girl's Controversial Update: What You Need to Know! 🚪✨ #DoorDash #SocialMediaEthics #Awareness #Viral #fyp #foryou #legaltiktok #doordashgirl #irlmonsterhighdoll #kcspeaks,en,114,FALSE,,FALSE,FALSE,61,4,0,6155,10100,0,17500,356,1/3/2026 9:04
239,TikTok,DoordashGirl,7.56327E+18,2027-02-21 15:32:48.097000+00:00,"it's not only about the door dash girl situation it's like this in general it honestly sickens me how easily men can victim blame and make sa/r pe jokes, most of these ppl didn't even see the original video 🫩#doordashgirl #doordash #fyp #awarness #xyzbca ",en,120,FALSE,,FALSE,FALSE,18800,3819,531,269200,172,598,24200,6,10/20/2025 6:48
240,TikTok,DoordashGirl,7.57486E+18,2027-03-25 15:18:17.788000+00:00,Do you want to read DoorDash girls statement upon arrest?  #ForYouPage #Attorneylife #truecrimetiktok #doordash #doordashdriver ,en,114,FALSE,,FALSE,FALSE,4774,417,128,95600,241000,958,1400000,1339,11/20/2025 11:34
241,TikTok,DoordashGirl,7.60041E+18,2027-06-04 03:30:03.954000+00:00,DoorDash girl will see a grand jury!! #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,FALSE,,FALSE,FALSE,981,97,35,16900,241000,958,1400000,1339,1/28/2026 8:06
243,TikTok,DoordashGirl,7.56374E+18,2027-02-22 22:57:16.015000+00:00,DoorDash Girl you have an ally in me #feminism #doordash #amberheard #blakelively #women ,en,114,FALSE,,FALSE,FALSE,572,197,13,8743,24300,253,4300000,298,10/21/2025 13:28
245,TikTok,DoordashGirl,7.56265E+18,2027-02-19 22:49:20.969000+00:00,She IS a victim  I don’t know why the internet has turned against her…. Her phrasing that is was SA is incorrect but she still IS a VICTIM. Hold @DoorDash accountable. #fyp #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,445,361,25,43000,246800,473,19300000,489,10/18/2025 15:02
246,TikTok,DoordashGirl,7.574E+18,2027-03-23 06:17:14.752000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,FALSE,,FALSE,FALSE,157,16,10,13600,10400,0,20200,68,11/18/2025 3:53
247,TikTok,DoordashGirl,7.56545E+18,2027-02-27 16:10:34.609000+00:00,Best one first 🥇 Door Dash Ring Camera Footage doordash response door dash girl doordashlady original doordash video door dash ring camera girl Door Dash#doordash#doordashgirl#sora#soraai#sora2 ,en,100,FALSE,,FALSE,FALSE,908600,3479,46600,15300000,25600,5,1800000,149,10/26/2025 4:02
248,TikTok,DoordashGirl,7.59369E+18,2027-05-16 13:55:27.840000+00:00,@stormibabyy27 A stranger protected a stranger-and recorded everything. This is what courage looks like. #Humanity #ProtectEachOther #Courage #Community #ViralVideo,en,120,FALSE,,FALSE,FALSE,16500,403,468,498800,10500,0,18000,13,1/10/2026 4:58
249,TikTok,DoordashGirl,7.56298E+18,2027-02-20 20:38:20.037000+00:00,Door dash SA Girl has Lied #fyp #doordashgirl #exposed ,en,114,FALSE,,FALSE,FALSE,19900,758,457,553300,17900,533,1500000,3440,10/19/2025 12:20
250,TikTok,DoordashGirl,7.57348E+18,2027-03-21 19:49:50.341000+00:00,Replying to @PhasedSeaHorse ,un,114,FALSE,,FALSE,FALSE,11500,1112,202,152100,700800,1444,36700000,1543,11/16/2025 18:14
251,TikTok,DoordashGirl,7.57382E+18,2027-03-22 18:27:13.034000+00:00,FREE HER  #doordash #fyp #trending #doordashgirl #survivor ,en,114,FALSE,,FALSE,FALSE,535,0,9,5729,2077,245,230600,81,11/17/2025 16:20
252,TikTok,DoordashGirl,7.57313E+18,2027-03-20 20:21:10.544000+00:00,messed upppp,en,114,FALSE,,FALSE,FALSE,18400,1354,469,147800,592,784,430600,1134,11/15/2025 19:18
253,TikTok,DoordashGirl,7.57438E+18,2027-03-24 07:18:54.505000+00:00,Doordash girl has been arrested and charged for Unlawful surveillance and Dissemination of an unlawful surveillance image #truecrimetok #tiktoktea #doordash #doordashdriver #fired ,en,114,FALSE,,FALSE,FALSE,710,19,33,73000,11000,0,18100,74,11/19/2025 4:19
254,TikTok,DoordashGirl,7.5663E+18,2027-03-02 00:09:45.067000+00:00,The DoorDash girl finally breaks her silence,en,114,FALSE,,FALSE,FALSE,53500,2262,567,956100,916400,25,53300000,1280,10/28/2025 10:43
255,TikTok,DoordashGirl,7.58168E+18,2027-04-13 10:35:13.501000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa,en,114,FALSE,,FALSE,FALSE,160,8,12,21000,15100,0,69600,166,12/8/2025 20:16
256,TikTok,DoordashGirl,7.57372E+18,2027-03-22 11:24:29.697000+00:00,"You only get one time to lie to me sweetie and you lied and had everybody canceling door dash and calling them like they was tryna cover up a violent assault and silence you…. They fired you cause you filming people house and posting it online. This not about him being wrong, of course he was. It’s about people running to the internet to weaponize tiktokers to do they dirty work but don’t wanna tell the whole story. ",en,114,FALSE,,FALSE,FALSE,2391,51,28,19300,352400,593,26400000,697,11/17/2025 9:27
257,TikTok,DoordashGirl,7.56622E+18,2027-03-01 18:43:33.714000+00:00,DoorDash Girl releases new footage - proving she never entered his home.#breakingnews#foryoufne ws#Doordash#fyp#doordashgirl Birtmonsterhighdoll  ,en,114,FALSE,,FALSE,FALSE,132,42,12,52200,13900,16,141000,130,10/28/2025 5:24
258,TikTok,DoordashGirl,7.58009E+18,2027-04-09 01:32:14.276000+00:00,Here’s what happened at DoorDash Girls Arraignment #viralvideo #foryoupage #attorneylife #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,7943,463,424,219500,241000,958,1400000,1339,12/4/2025 13:41
259,TikTok,DoordashGirl,7.56355E+18,2027-02-22 10:18:39.830000+00:00,don’t become a sheep!!! gather all information before forming a conclusion… people love gossip and confirmation bias more than logic and facts unfortunately #doordash #irlmonsterhighdoll #doordashgirl @irlmonsterhighdoll ,en,105,FALSE,,FALSE,FALSE,24000,1260,266,328400,221600,8,22400000,217,10/21/2025 1:07
260,TikTok,DoordashGirl,7.56628E+18,2027-03-01 23:11:56.429000+00:00,DoorDash girl #doordash #sa #fyp #viralvideo ,en,114,FALSE,,FALSE,FALSE,18,10,0,528,109,198,272,19,10/28/2025 9:46
262,TikTok,DoordashGirl,6.9244E+18,2022-04-25 17:03:40.657000+00:00,#doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou #foryoupage,un,120,FALSE,,FALSE,FALSE,53500,233,35,351500,8132,5,77300,9,2/1/2021 14:58
263,TikTok,DoordashGirl,7.58301E+18,2027-04-17 02:38:33.409000+00:00,#doordash #doordashgirl ,un,114,FALSE,,FALSE,FALSE,26200,371,462,174900,845200,994,53600000,2377,12/12/2025 10:16
264,TikTok,DoordashGirl,7.56346E+18,2027-02-22 04:12:33.815000+00:00,You predatory people keep defending that man and lying on that girl name! #doordashgirl #fyp ,en,114,FALSE,,FALSE,FALSE,84,28,13,17800,7,3,1186,3,10/20/2025 19:10
265,TikTok,DoordashGirl,7.54785E+18,2027-01-10 02:31:58.532000+00:00,#doordash #sidehustle pretty girls door dash too 🤗,en,105,FALSE,,FALSE,FALSE,468,38,0,10600,112700,25,959600,881,9/8/2025 17:43
266,TikTok,DoordashGirl,7.57301E+18,2027-03-20 12:41:24.556000+00:00,#doordashgirl ,un,114,FALSE,,FALSE,FALSE,26000,932,231,189700,1700000,3309,36700000,3493,11/15/2025 11:49
267,TikTok,DoordashGirl,7.56596E+18,2027-03-01 01:34:07.691000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,114,FALSE,,FALSE,FALSE,43400,3461,2418,3700000,11300,0,72300,37,10/27/2025 12:39
268,TikTok,DoordashGirl,7.56356E+18,2027-02-22 10:53:15.081000+00:00,DoorDash girl video #doordashgirl #sleepingman #mcdonalds #doordash #originalvideo ,en,120,FALSE,,FALSE,FALSE,245,14,10,199600,720,0,9593,94,10/21/2025 1:41
269,TikTok,DoordashGirl,7.56125E+18,2027-02-16 02:04:53.941000+00:00,Update: I submitted my appeal but I didn’t even know what to explain in it because idk what the cause of deactivation I’m defending myself against is. They said they will respond within 7-10 business days. I contacted a third support agent who gave me a way to log into my doordash debit card account so I have access to those funds for now thankfully. It sucks cuz aside from everything I didn’t mind doordashing. It was a decent experience. 🤷‍♀,en,105,FALSE,,FALSE,FALSE,3500000,71100,152100,31600000,204800,129,15200000,316,10/14/2025 20:28
270,TikTok,DoordashGirl,7.56654E+18,2027-03-02 16:12:16.738000+00:00,,un,105,FALSE,,FALSE,FALSE,67,61,3,1438,621,5,37600,331,10/29/2025 2:23
271,TikTok,DoordashGirl,7.5742E+18,2027-03-23 19:13:21.295000+00:00,the door dash girl deserves justice. this is victim suppression. #relateable #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,742,402,33,20400,14700,648,6300000,472,11/18/2025 16:31
272,TikTok,DoordashGirl,7.57473E+18,2027-03-25 06:50:36.769000+00:00,So Now We Konw #Doordashgirl Opened The Door Herself! #fyp #foryoupage #fypシ #fypシ゚viral #fy,en,120,FALSE,,FALSE,FALSE,31100,1598,1997,778400,16700,29,63300,35,11/20/2025 3:18
273,TikTok,DoordashGirl,7.58241E+18,2027-04-15 11:03:21.886000+00:00,DoorDash Girl updates as the court case will be recorded.. #streamerclip #kickstreaming #fyp #meme #asmongold ,en,120,FALSE,,FALSE,FALSE,942,24,40,41300,11300,3,94300,347,12/10/2025 19:36
274,TikTok,DoordashGirl,7.56594E+18,2027-03-01 00:15:12.232000+00:00,can’t have shi anymore😭🥀 #doordash #incident #sa #bro #fyp ,en,120,FALSE,,FALSE,FALSE,392500,2928,11200,3800000,17400,4506,2400000,351,10/27/2025 11:22
275,TikTok,DoordashGirl,7.56398E+18,2027-02-23 14:50:03.774000+00:00,lol this story is insane #doordashdrama #doordashgirl #dramatic#fyp #fypシ #movie ,en,101,FALSE,,FALSE,FALSE,23100,1721,828,640900,22600,7,153900,168,10/22/2025 4:59
276,TikTok,DoordashGirl,7.56335E+18,2027-02-21 20:58:28.190000+00:00,I'm done ,en,103,FALSE,,FALSE,FALSE,6990,1048,317,733000,13400,3305,1000000,181,10/20/2025 12:06
277,TikTok,DoordashGirl,7.56393E+18,2027-02-23 11:12:26.165000+00:00,"Go watch @Crystal Alana video too, but that’s crazzzyy. It’s definitely giving that she does things and posts them with not a lot of thought.  #doordashgirl #tiktokdrama #doordash #sa #storytime ",en,120,FALSE,,FALSE,FALSE,66900,847,3885,1200000,16100,9992,1700000,2664,10/22/2025 1:26
278,TikTok,DoordashGirl,7.56418E+18,2027-02-24 03:50:42.040000+00:00,bro was NOT the victim #thedoordashgirl #doordashgirl #meme #fyp #viral ,en,104,FALSE,,FALSE,FALSE,22200,325,2578,341300,63600,741,9300000,811,10/22/2025 17:41
279,TikTok,DoordashGirl,7.56669E+18,2027-03-03 01:55:45.919000+00:00,Door Dash Ring Camera Footage. #doordashgirl #meme ,en,104,FALSE,,FALSE,FALSE,22100,334,1911,448800,700100,96,45900000,1265,10/29/2025 11:53
280,TikTok,DoordashGirl,7.58095E+18,2027-04-11 10:21:35.866000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa  ,en,114,FALSE,,FALSE,FALSE,622,18,56,53600,12100,0,8059,45,12/6/2025 21:10
281,TikTok,DoordashGirl,7.56442E+18,2027-02-24 19:36:38.208000+00:00,Doordash girl ringcam Girl is it true? #doordash #tiktokdrama #ringcamera #fullvideo #unmployed ,en,114,FALSE,,FALSE,FALSE,22300,1836,310,1900000,228600,27,3400000,505,10/23/2025 9:05
282,TikTok,DoordashGirl,7.56451E+18,2027-02-25 01:31:26.107000+00:00,Replying to @crumpy spare me. I can disagree with how #doordash girl framed the situation leading people to believe she was physically assualted and that she posted that video of a man she said was unconscious and undressed on the internet. I wholeheartedly disagree with adding embellishments to strengthen your point. That is all. #doordashdrama #messytiktok,en,114,FALSE,,FALSE,FALSE,1413,268,13,22200,200300,397,23100000,2183,10/23/2025 14:51
283,TikTok,DoordashGirl,7.56304E+18,2027-02-21 00:16:33.087000+00:00,Stop being weird - you know damn well what happened isn’t her fault!  #doordash #fyp #makaila #legaltiktok #ubereats ,en,114,FALSE,,FALSE,FALSE,162900,10400,6981,1500000,6520,913,1200000,203,10/19/2025 15:53
284,TikTok,DoordashGirl,7.574E+18,2027-03-23 06:15:46.060000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,FALSE,,FALSE,FALSE,103,14,5,30700,10100,0,4566,94,11/18/2025 3:51
285,TikTok,DoordashGirl,7.60078E+18,2027-06-05 03:49:33.444000+00:00,So is DoorDash girl going to trial? #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,FALSE,,FALSE,FALSE,322,22,2,4948,241000,958,1400000,1339,1/29/2026 7:51
286,TikTok,DoordashGirl,7.57591E+18,2027-03-28 12:43:51.879000+00:00,#dating #relationships #doordashgirl #goodguy #major ,un,107,FALSE,,FALSE,FALSE,20700,983,510,750800,11300,0,52800,36,11/23/2025 7:22
287,TikTok,DoordashGirl,7.56421E+18,2027-02-24 06:03:40.515000+00:00,It’s a terrifying time to be a woman. #doordashgirl #sa #victim #socialmedia #women ,en,114,FALSE,,FALSE,FALSE,357,46,12,6907,55100,63,8400000,1352,10/22/2025 19:51
288,TikTok,DoordashGirl,7.58509E+18,2027-04-22 20:27:19.218000+00:00,Such a joke  #fyp ,en,105,FALSE,,FALSE,FALSE,150,16,2,4225,5647,11,3000000,1186,12/18/2025 0:51
289,TikTok,DoordashGirl,7.57479E+18,2027-03-25 10:45:49.660000+00:00,😁 To the people defending the doordash girl....#doordash #doordashgirl #reaction #fyp ,en,114,FALSE,,FALSE,FALSE,482,49,1,4548,1332,328,45200,321,11/20/2025 7:08
290,TikTok,DoordashGirl,7.56346E+18,2027-02-22 04:18:18.979000+00:00,The footage that we all wanna see about the Door Dash girl  #DoorDashGirl #DoorDash #Sora #Ai #Trending ,en,104,FALSE,,FALSE,FALSE,19600,286,1424,615100,2993,191,470900,51,10/20/2025 19:16
291,TikTok,DoordashGirl,7.56333E+18,2027-02-21 19:30:16.059000+00:00,#doordashgirl #fyp #relatable #funny,un,104,FALSE,,FALSE,FALSE,20600,1187,522,227700,141,946,26800,41,10/20/2025 10:40
293,TikTok,DoordashGirl,7.56402E+18,2027-02-23 17:20:10.905000+00:00,DOORDASHDRIVER ORIGINALVIDEO RELEASED!#breakingnews#foryou#news#Doordash#fyp ,en,114,FALSE,,FALSE,FALSE,147000,2312,2911,4800000,13000,2,189000,84,10/22/2025 7:25
294,TikTok,DoordashGirl,7.56575E+18,2027-02-28 11:50:04.451000+00:00,Although this isn't definitive proof that she broke into his house This could definitely be used against her as evidence in court. #doordash  #doordashgirl   #greenscreen #greenscreenvideo ,en,114,FALSE,,FALSE,FALSE,486,43,18,33300,11700,9998,800400,5817,10/26/2025 23:14
295,TikTok,DoordashGirl,7.56459E+18,2027-02-25 06:58:38.343000+00:00,lol this story is insane #doordashdrama #doordashgirl #dramatic,en,120,FALSE,,FALSE,FALSE,1469,48,56,209700,9765,0,1745,9,10/23/2025 20:11
296,TikTok,DoordashGirl,7.5627E+18,2027-02-20 01:44:46.191000+00:00,"#doordash #dasher #doordashgirl #sa #fyp  I really wish we could get the story from the man’s point of view! I’m sure by now he knows of it!! If anyone has come across anything please let me know! Thank you to the person who commented the original video and where to find it, sorry I didn’t grab your name, and thanks to the person who had the original video! All credit goes to them. I’m just sharing my thoughts. ",en,114,FALSE,,FALSE,FALSE,27500,4420,1103,1600000,9708,7798,118800,894,10/18/2025 17:53
297,TikTok,DoordashGirl,7.5639E+18,2027-02-23 09:36:54.039000+00:00,this feels like a fever dream bc what… first part of the video from @tvb✷ #foryou #fyp #doordash #doordashgirl #trending ,en,120,FALSE,,FALSE,FALSE,109100,8796,1865,1200000,994,318,666400,150,10/21/2025 23:53
298,TikTok,DoordashGirl,7.59746E+18,2027-05-27 00:08:09.059000+00:00,DoorDash Girl Update 1 #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,FALSE,,FALSE,FALSE,1344,136,34,21000,241000,958,1400000,1339,1/20/2026 9:19
299,TikTok,DoordashGirl,7.56368E+18,2027-02-22 18:43:07.472000+00:00,Replying to @Tash #greenscreen #doordashgirl #viral #trending ,un,114,FALSE,,FALSE,FALSE,2511,478,161,299200,132900,117,1900000,426,10/21/2025 9:20
300,TikTok,DoordashGirl,7.24937E+18,2024-10-08 10:32:09.702000+00:00,My girl showed me this #freedoordash #app and it's FIREEEE! #Doordash #freedoordashfood #freefood #doordashme #doordashusa #doordashfree #doordashfreedelivery #doordashfreefood ,en,120,FALSE,,FALSE,FALSE,1542,248,29,155500,130,0,1870,2,6/27/2023 9:02
301,TikTok,DoordashGirl,7.56348E+18,2027-02-22 05:32:08.120000+00:00,,en,120,FALSE,,FALSE,FALSE,548,46,2,13200,110,186,14300,69,10/20/2025 20:28
302,TikTok,DoordashGirl,7.56298E+18,2027-02-20 20:03:37.298000+00:00,Doordash girl original video #unmployed #doordash #tiktokdrama #doordashdriver #sa ,en,114,FALSE,,FALSE,FALSE,1591,262,61,302700,228600,27,3400000,505,10/19/2025 11:46
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
