,source,video_id,post_date_utc,description,text_language,category_type,is_aigc,aigc_description,collected,is_reviewing,likes,comments,shares,views,author_follower_count,author_following_count,author_total_likes,author_video_count
231,TikTok,7580948190686350606,2015-01-21T10:17:57.046000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa  ,en,114,False,,False,False,620,18,56,53500,12100,0,8051,45
232,TikTok,7600413570043628830,2015-01-21T11:33:29.183000+00:00,DoorDash girl will see a grand jury!! #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,False,,False,False,973,97,35,16700,240900,958,1400000,1339
233,TikTok,7565750166150450463,2015-01-21T09:18:58.480000+00:00,Although this isn't definitive proof that she broke into his house This could definitely be used against her as evidence in court. #doordash  #doordashgirl   #greenscreen #greenscreenvideo ,en,114,False,,False,False,485,42,18,33200,11700,9997,800400,5817
234,TikTok,7573058276967976222,2015-01-21T09:47:20.033000+00:00,Door Dash Girl Has Been Arrested On Two Felonies! ,en,114,False,,False,False,140100,1989,4171,1300000,850000,931,32900000,1771
235,TikTok,7563422351119895839,2015-01-21T09:09:56.494000+00:00,This DoorDash girl situation is showing true colors #BlackTikTok EDIT if you back track and say you never said that I’ll person send you the video. That’s why I’m saving and screenshot. Also If someone asks me for them I’ll send It to them. It was posted publicly. ,en,114,False,,False,False,109900,4582,1073,626100,57100,42,14400000,1803
236,TikTok,7593523252786433311,2015-01-21T11:06:44.906000+00:00,#ice #iceagents #doordasher #news #womansaved ,un,114,False,,False,False,7645,452,452,174100,6906,19,767500,494
237,TikTok,7584854666010201366,2015-01-21T10:33:06.593000+00:00,"Kourtney Stevenson, a former Doordash Driver was arrested after an alleged crime and it was all caught on bodycam. #crime #truecrime ",en,114,False,,False,False,2682,193,188,119100,26800,72,377800,205
238,TikTok,7563561539022769439,2015-01-21T09:10:28.901000+00:00,DoorDash girl video #doordashgirl #sleepingman #mcdonalds #doordash #originalvideo ,en,120,False,,False,False,245,14,10,199600,720,0,9592,94
239,TikTok,7565398081798278455,2015-01-21T09:17:36.504000+00:00,Replying to @Bob Bob Door bell camera footage of the DoorDash girl  #DoorDash #DoorDashGirl #Sora #Ai #trending ,en,104,False,,False,False,406,19,14,46900,2993,191,470900,51
240,TikTok,7562698733402590494,2015-01-21T09:07:08.013000+00:00,"#doordash #dasher #doordashgirl #sa #fyp  I really wish we could get the story from the man’s point of view! I’m sure by now he knows of it!! If anyone has come across anything please let me know! Thank you to the person who commented the original video and where to find it, sorry I didn’t grab your name, and thanks to the person who had the original video! All credit goes to them. I’m just sharing my thoughts. ",en,114,False,,False,False,27500,4420,1103,1600000,9708,7798,118800,893
241,TikTok,7565975103318609183,2015-01-21T09:19:50.853000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,120,False,,False,False,5000,534,447,426100,11300,0,72300,37
242,TikTok,7573481048101670157,2015-01-21T09:48:58.467000+00:00,Replying to @PhasedSeaHorse ,un,114,False,,False,False,11500,1112,202,152100,700700,1444,36700000,1542
243,TikTok,7567035583273389343,2015-01-21T09:23:57.765000+00:00,#duet with @Vancho Rah #doordash #fyp #notavictim #TellTheTruth ,un,100,False,,False,False,12,4,0,104,330,304,4922,270
244,TikTok,7563370361874550047,2015-01-21T09:09:44.389000+00:00,Can someone tag me in the original if you see it!! #doublestandards ,en,114,False,,False,False,9023,546,199,166100,3500000,218,171200000,3959
245,TikTok,7547852710612143390,2015-01-21T08:09:31.404000+00:00,#doordash #sidehustle pretty girls door dash too 🤗,en,105,False,,False,False,468,38,0,10600,112700,25,959400,881
246,TikTok,7562712925161524535,2015-01-21T09:07:11.318000+00:00,I cannot get behind “trust all women.” And being a woman who has been through abuse- I will still say that with my whole chest. #SA #doorDashGirl #doordash #accountability ,en,114,False,,False,False,22100,2270,257,418600,54100,2141,565400,53
247,TikTok,7563361491747949855,2015-01-21T09:09:42.324000+00:00,#fyp #xiandivyne ,un,105,False,,False,False,54200,2821,1335,286400,741100,2301,112400000,6183
248,TikTok,7494081368410967351,2015-01-21T04:40:51.788000+00:00,Here is everything you need to know about Piper Rockelle and her mother Tiffany Smith. Check out the new documentary on Netflix called “bad influence – the dark side of kidfluencing“. ##piperrockelle##tiffanysmith##badinfluencethedarksideofkidfluencing##sophiefergi##sawyersharbino##clarerocksmith##corinnejoy@@Netflix,en,101,False,,False,False,330900,2714,7549,5300000,1400000,861,95600000,2197
249,TikTok,7574409957118905655,2015-01-21T09:52:34.745000+00:00,#breakingnews #news #foryoupage #fyp ,un,114,False,,False,False,33,5,0,1563,816,0,7511,127
250,TikTok,7564230781346860301,2015-01-21T09:13:04.721000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,120,False,,False,False,58,6,4,17500,6,0,68,13
251,TikTok,7573822643514641694,2015-01-21T09:50:18.001000+00:00,FREE HER  #doordash #fyp #trending #doordashgirl #survivor ,en,114,False,,False,False,535,0,9,5729,2078,245,230500,81
252,TikTok,7562535031416147231,2015-01-21T09:06:29.899000+00:00,#doordash #sa #girl ,un,104,False,,False,False,3600000,17000,89000,37600000,119900,1,16700000,1379
253,TikTok,7563351459375500566,2015-01-21T09:09:39.988000+00:00,I'm done ,en,103,False,,False,False,6990,1051,317,733000,13400,3305,1000000,181
254,TikTok,7574793694625271070,2015-01-21T09:54:04.091000+00:00,😁 To the people defending the doordash girl....#doordash #doordashgirl #reaction #fyp ,en,114,False,,False,False,482,49,1,4547,1331,328,45200,321
255,TikTok,7598992129209289998,2015-01-21T11:27:58.228000+00:00,TikTok doordash girl facing 8 years #fyp #foryoupage #trending #tiktok #drama ,en,114,False,,False,False,44700,1011,992,482800,2802,96,1800000,968
256,TikTok,7563421959829064990,2015-01-21T09:09:56.403000+00:00,Doordash lady goes back to work after SA. Lady seen Doordashing again || She was fired from Doordash and now is back delivering food || she delivered food to guy opened his door and took a picture of him while he was sleeping || doordash lady takes pictures of man sleeping lady claims to be assaulted #doordash #dasher #dash #sa #dash,en,114,False,,False,False,356,22,21,217500,18000,11,330000,58
257,TikTok,7582531399442550036,2015-01-21T10:24:05.666000+00:00,"I know she has caught on the 4th but when ChatGPT told me it was last year, I was shocked😅 why wait a whole year to only post it or maybe she reposted it? #doordashgirlupdate #doordashgirl #doordashgirlvideo",en,105,False,,False,False,18,4,1,311,3301,1308,20300,239
258,TikTok,7571264599723412766,2015-01-21T09:40:22.410000+00:00,DoorDash SA girl update and I am not switching sides #men #women #fyp ,en,114,False,,False,False,9267,720,75,208300,1400000,333,42100000,785
259,TikTok,7562731520700468511,2015-01-21T09:07:15.647000+00:00,Like be frl rn #doordash #saawarenes #girl #fypシ ,en,104,False,,False,False,777000,2563,38200,7400000,2289,442,1300000,229
260,TikTok,7570078067205410062,2015-01-21T09:35:46.148000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,120,False,,False,False,20,4,1,19300,3,0,21,2
261,TikTok,7283926858780003630,2015-01-20T15:05:21.378000+00:00,Replying to @Corey Livingston318 Did you order DoorDash today? #doordash #cute #foryoupage #foru #forupage #deliverygirl #goodmorning #tiktok #prettywoman #adulttok ,en,120,False,,False,False,183,3,3,6504,124000,47,630700,462
262,TikTok,7593676233259470111,2015-01-21T11:07:20.525000+00:00,DoorDash Driver Seeks RefugeHomeowner Blocks ICE Without a Warrant #ice #warrant #doordasher #undocumentedimmigrants #breakingnews ,en,114,False,,False,False,707700,3690,13000,4800000,17600,0,808600,18
263,TikTok,7589769322302541070,2015-01-21T10:52:10.876000+00:00,Replying to @roxy63696 the second side to that story is that man knew what he was doing and probably loves y'all defending him,en,105,False,,False,False,39,9,0,505,2500,1044,70700,4180
264,TikTok,7568050255569145101,2015-01-21T09:27:54.012000+00:00,Best one first 🥇 Door Dash Ring Camera Footage doordash response door dash girl doordashlady original doordash video door dash ring camera girl Door Dash #doordash #doordashgirl #sora #soraai #sora2,en,120,False,,False,False,1181,26,36,91900,11100,0,56800,86
265,TikTok,7564111831648800030,2015-01-21T09:12:37.026000+00:00,TikTok text to speech is so bad bruh 😭✌️ #doordash #house #trending #texttospeech #viral ,en,114,False,,False,False,1416,350,68,299000,149,114,32000,22
266,TikTok,7564373934473268535,2015-01-21T09:13:38.052000+00:00,DoorDash girl #sml #doordash #doordashgirl #funny #fyp ,en,104,False,,False,False,284200,4799,12300,6700000,12200,2820,2100000,158
267,TikTok,7584646602350939406,2015-01-21T10:32:18.150000+00:00,Another corporation who only cares about money and saving their reputation so they are willing to sacrifice this woman who was a victim of a creep ALLEGEDLY #doordash #doordashgirl #feminism #doordasher ,en,114,False,,False,False,75,165,4,4491,1265,1457,26100,161
268,TikTok,7564589660501052686,2015-01-21T09:14:28.279000+00:00,lol this story is insane #doordashdrama #doordashgirl #dramatic,en,120,False,,False,False,1469,48,56,209700,9765,0,1745,9
269,TikTok,7561254247610797325,2015-01-21T09:01:31.693000+00:00,Update: I submitted my appeal but I didn’t even know what to explain in it because idk what the cause of deactivation I’m defending myself against is. They said they will respond within 7-10 business days. I contacted a third support agent who gave me a way to log into my doordash debit card account so I have access to those funds for now thankfully. It sucks cuz aside from everything I didn’t mind doordashing. It was a decent experience. 🤷‍♀,en,105,False,,False,False,3500000,71100,152100,31600000,204800,129,15200000,316
270,TikTok,7563743743505878327,2015-01-21T09:11:11.324000+00:00,DoorDash Girl you have an ally in me #feminism #doordash #amberheard #blakelively #women ,en,114,False,,False,False,572,197,13,8743,24300,253,4300000,298
271,TikTok,7564728137410563336,2015-01-21T09:15:00.521000+00:00,"Video is @ItsNickHolidays        Here is the video for everybody wanting proof that this girl did not walk into that guys house. When something like that, happens to you as a woman it is scary. It is actually terrifying because you do not know what that person is going to get up and do to you or anything like that in that moment. I have had shit like that happened to me.   That fear is horrible and then you get angry. At least I did. I got really angry that somebody had the audacity and thought they should just show themselves to me when I didn’t want that it’s like being punched right in the stomach. #fyp #thedoorwasopen #shedidntgoin #doordash ",en,114,False,,False,False,849,107,110,224500,236,1691,2999,28
272,TikTok,7564158706372463873,2015-01-21T09:12:47.940000+00:00,,un,105,False,,False,False,271300,9901,1862,3200000,292600,376,26000000,722
273,TikTok,7565851031158934797,2015-01-21T09:19:21.965000+00:00,He says he has door cam footage-doordash girl casenew developments #doordashgirl#fyp#foryou#viral#ftb,en,114,False,,False,False,67,9,7,18000,9881,10,13800,115
274,TikTok,7502960978322148639,2015-01-21T05:15:19.233000+00:00,"it’s me, i’m that girl #fyp #doordash #foryourpage #hungry #funny #viralvideo ",en,105,False,,False,False,58,0,2,652,1977,2721,106300,96
275,TikTok,7563000037370891534,2015-01-21T09:08:18.166000+00:00,,un,105,False,,False,False,11100,1369,124,90500,816200,2043,91200000,2013
276,TikTok,7574734500870049037,2015-01-21T09:53:50.309000+00:00,So Now We Konw #Doordashgirl Opened The Door Herself! #fyp #foryoupage #fypシ #fypシ゚viral #fy,en,120,False,,False,False,31100,1598,1997,778300,16700,29,63200,35
277,TikTok,7562984004148858132,2015-01-21T09:08:14.433000+00:00,Door dash SA Girl has Lied #fyp #doordashgirl #exposed ,en,114,False,,False,False,19900,758,457,553300,17900,533,1500000,3439
278,TikTok,7575582421047905567,2015-01-21T09:57:07.731000+00:00,DoorDash Driver Claims SA Viral Drama #news #women #relationships #fyp #viral #friendship #reaction ,en,120,False,,False,False,67500,2167,1526,2400000,52300,10,816300,310
279,TikTok,7563136001313393951,2015-01-21T09:08:49.823000+00:00,Replying to @. ,un,114,False,,False,False,8014,766,154,61700,323100,3148,19100000,5136
280,TikTok,7563158902360050974,2015-01-21T09:08:55.155000+00:00,DoorDash girl #pov #doordash #girl #SA #,en,103,False,,False,False,479500,2267,29500,3900000,1948,9602,1200000,52
281,TikTok,7562858972554792223,2015-01-21T09:07:45.322000+00:00,DoorDash girl doesn't change the fact we should believe all victims:/,en,114,False,,False,False,283,16,40,67000,9487,0,2049,26
282,TikTok,7593660405608697101,2015-01-21T11:07:16.839000+00:00,DoorDash driver seeks refuge. Homeowner blocks ice without a warrant.#stromibabyy27 #ice #doordash #warrant ,en,114,False,,False,False,107300,724,1570,1100000,11900,0,110500,26
283,TikTok,7569302507277651214,2015-01-21T09:32:45.574000+00:00,The doordash girl movie trailer #doordashgirl #doordash #sora #ai #trending,en,100,False,,False,False,39,5,8,1087,66,118,1053,21
284,TikTok,7566217138256497934,2015-01-21T09:20:47.206000+00:00,DoorDash Girl releases new footage - proving she never entered his home.#breakingnews#foryou#ne ws#Doordash#fyp#doordashgirl #irlmonsterhighdoll #legaltiktok #kcspeaks ,en,114,False,,False,False,91,46,5,14500,21300,22,121500,364
285,TikTok,7562411427248508174,2015-01-21T09:06:01.120000+00:00,,un,105,False,,False,False,458400,6103,11000,3500000,410000,0,6600000,383
286,TikTok,7563091772285390110,2015-01-21T09:08:39.525000+00:00,i support the doordash lady bc wth,en,114,False,,False,False,1487,163,15,10900,1375,1,1800000,65
287,TikTok,7563037755555515678,2015-01-21T09:08:26.948000+00:00,"Replying to @Ashlee please don’t accept being in that position without reporting it to your company, it wouldn’t be acceptable in an office, it’s not acceptable as a delivery person #doordash ",en,105,False,,False,False,989,105,15,25200,347700,810,3100000,1714
288,TikTok,7573794400216681759,2015-01-21T09:50:11.425000+00:00,I know there are no perfect victims but… it’s just too hard to back her imo ,en,105,False,,False,False,2174,153,18,43600,114900,173,14500000,672
289,TikTok,7574833772735040799,2015-01-21T09:54:13.422000+00:00,Here are the actual felony complaint charges that DoorDash girl is being charged with in court on 12/4 #ForYouPage #Attorneylife #truecrimetiktok #doordash #doordashdriver ,en,114,False,,False,False,1368,137,75,21000,240900,958,1400000,1339
290,TikTok,7574966900392774942,2015-01-21T09:54:44.419000+00:00,Latest update on DoorDash girl a.k.a. Irlmonsterhighdoll aka Olivia. #doordashgirl #doordash #update #olivia #arrest ,en,114,False,,False,False,200700,3284,4310,2100000,52800,437,3400000,378
291,TikTok,7581676395827580173,2015-01-21T10:20:46.595000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa,en,114,False,,False,False,160,8,12,21000,15100,0,69500,166
292,TikTok,7566540927876074783,2015-01-21T09:22:02.594000+00:00,,un,105,False,,False,False,67,61,3,1438,621,5,37500,331
293,TikTok,7563904712605486391,2015-01-21T09:11:48.802000+00:00,this feels like a fever dream bc what… first part of the video from @tvb✷ #foryou #fyp #doordash #doordashgirl #trending ,en,120,False,,False,False,109100,8798,1865,1200000,994,318,666400,150
294,TikTok,7563460702644522253,2015-01-21T09:10:05.423000+00:00,You predatory people keep defending that man and lying on that girl name! #doordashgirl #fyp ,en,114,False,,False,False,84,28,13,17700,7,3,1186,3
295,TikTok,7600157100701912351,2015-01-21T11:32:29.469000+00:00,Im starting to like them tg she jus needa not get prego #blueface #stunnagirl #tenderman #doordash #d3sssii ,en,110,False,,False,False,108,3,0,842,1209,997,34400,192
296,TikTok,7563695646847323405,2015-01-21T09:11:00.125000+00:00,#doordash #girl #doordashgirl #fypシ #relatable ,un,102,False,,False,False,7,0,1,389,29700,16,8800000,1405
297,TikTok,7563186923129343262,2015-01-21T09:09:01.679000+00:00,doordash sa original post girl response react irlmonsterhighdoll ring footage movie#typ #fypシ゚viral #blowthisupforme #ftp #trending,en,114,False,,False,False,999,134,80,172300,9332,0,16800,61
298,TikTok,7561916460604427550,2015-01-21T09:04:05.876000+00:00,#feminism #doordash ,un,114,False,,False,False,19800,1646,522,792100,14900,328,4900000,1459
299,TikTok,7563049428475497758,2015-01-21T09:08:29.666000+00:00,"And before the bots start, PLEASE tag me or DM me the video in which she OPENS THE DOOR AND GOES INSIDE because the video I saw she didn’t do that or tag me in the video of her saying she did. Show receipts or SHUT UP. #doordashgirl #doordash ",en,105,False,,False,False,61800,370,1266,578800,4815,101,2000000,776
300,TikTok,7563486800212266271,2015-01-21T09:10:11.499000+00:00,,un,105,False,,False,False,10800,1202,194,399000,150100,71,8800000,2102
301,TikTok,7563749541585980727,2015-01-21T09:11:12.674000+00:00,U ain’t no victim ho 🫩✌️ #art #funny #lmao #fyp #trending ,en,104,False,,False,False,67700,1852,3218,2300000,635,326,74100,24
302,TikTok,7593673362770070839,2015-01-21T11:07:19.856000+00:00,Woman Risks Charges to Protect Delivery Driver #news #doordash #woman #usa #foryou,en,114,False,,False,False,19300,220,1429,219700,12800,0,957900,150
303,TikTok,7566280732914601230,2015-01-21T09:21:02.013000+00:00,let me just keep this 5 minute video about the DoorDash girl in my drafts for rn 😭  #doordash #doordashgirl #irlmonsterhighdoll #misinformation ,en,110,False,,False,False,552,0,3,7180,59200,1369,8700000,400
304,TikTok,7562972471499050270,2015-01-21T09:08:11.748000+00:00,That’s what you get 😂😂 #doordashgirl #doordash #foryoupage #foryoupage❤️❤️ ,en,105,False,,False,False,51,6,0,436,1982,1767,449800,1823
305,TikTok,7565676999335857422,2015-01-21T09:18:41.445000+00:00,,un,105,False,,False,False,16,4,1,1647,3183,1865,469600,7151
306,TikTok,7573527446738193694,2015-01-21T09:49:09.270000+00:00,Replying to @Ada Aguilar Doordash girl has been arrested and here is proof the man was sleeping #foryou #doordash #Olivia#news#foryoupage ,en,114,False,,False,False,321,33,14,19200,1823,0,2058,15
307,TikTok,7563499886843415821,2015-01-21T09:10:14.546000+00:00,"I thought she burst into his home like SWAT??? Whew a lie really don’t care WHO tells it, y’all should be ashamed. #fyp #viral #doordash #dmvtiktok #fypシ ",en,114,False,,False,False,3494,467,629,651100,1255,1235,166300,61
308,TikTok,7563144429565988109,2015-01-21T09:08:51.785000+00:00,"Full video of DoorDash, SA girl #DoorDash #Food #Delivery #News #foryoupage ",en,114,False,,False,False,806,216,97,129500,590200,315,79000000,4251
309,TikTok,7564652559810481439,2015-01-21T09:14:42.924000+00:00,Woman Gets Fired By DoorDash After Reporting Her SA #livie. #doordash #fired #sa,en,114,False,,False,False,734,117,56,19400,347000,221,5300000,256
310,TikTok,7562975268508421431,2015-01-21T09:08:12.399000+00:00,Doordash girl original video #unmployed #doordash #tiktokdrama #doordashdriver #sa ,en,114,False,,False,False,1591,262,61,302700,228600,27,3400000,505
311,TikTok,7593376669407120670,2015-01-21T11:06:10.777000+00:00,P2. The DoorDash Girl Finally Faced the Consequences.. (Jail Awaiting!) #doordash #riseandfall #viralmoments #fyp #Foryou ,en,114,False,,False,False,36,2,2,8673,72,4,1831,39
312,TikTok,7573632302937279799,2015-01-21T09:49:33.683000+00:00,Doordash girl has been arrested and charged for Unlawful surveillance and Dissemination of an unlawful surveillance image #truecrimetok#tiktoktea#doordash#doordashdriver#fired,en,114,False,,False,False,301,24,34,27800,10100,0,21400,72
313,TikTok,7573403949215091999,2015-01-21T09:48:40.516000+00:00,Now she got a record smh she should’ve deliver that food and mind her business. #doordash #doordashgirl ,en,114,False,,False,False,8533,120,144,58500,803100,1548,61700000,2086
314,TikTok,7585086892274715918,2015-01-21T10:34:00.663000+00:00,Such a joke  #fyp ,en,105,False,,False,False,150,16,2,4225,5639,11,3000000,1186
