,source,tag,video_id,post_date_utc,description,text_language,category_type,is_aigc,aigc_description,collected,is_reviewing,likes,comments,shares,views,author_follower_count,author_following_count,author_total_likes,author_video_count,datetime
191,TikTok,DoordashGirl,7563645289693793549,2027-02-22 16:26:02.797000+00:00,These customers are getting out of hand #doordash #doordashgirl #fyp #foryou #foryoupage,en,120,False,,False,False,12300,295,173,620700,626,3054,19900,223,2025-10-21 07:06:41
192,TikTok,DoordashGirl,7565527491981364510,2027-02-27 21:05:14.792000+00:00,"DoorDash girl update, KC Speaks LIED and has been severed a cease and desist letter from the other Austin #doordash #doordashgirl #SA #victim #austin ",en,114,False,,False,False,22500,629,258,380600,40900,81,6400000,249,2025-10-26 08:50:35
193,TikTok,DoordashGirl,7562731520700468511,2027-02-20 03:55:03.292000+00:00,Like be frl rn #doordash #saawarenes #girl #fypシ ,en,104,False,,False,False,777000,2563,38200,7400000,2289,442,1300000,229,2025-10-18 20:00:47
194,TikTok,DoordashGirl,7564120583542246678,2027-02-23 23:54:41.681000+00:00,On marche sur la tête! Vous avez vu passer l’histoire de la doordash girl? #chitchat #doordashgirl #livreur #storytime ,fr,114,False,,False,False,21100,739,490,307900,16400,26,1900000,340,2025-10-22 13:51:04
195,TikTok,DoordashGirl,7563186923129343262,2027-02-21 10:04:39.692000+00:00,doordash sa original post girl response react irlmonsterhighdoll ring footage movie#typ #fypシ゚viral #blowthisupforme #ftp #trending,en,114,False,,False,False,999,134,80,172300,9332,0,16800,61,2025-10-20 01:27:59
196,TikTok,DoordashGirl,6927012495844527365,2022-05-02 21:54:36.678000+00:00,we getting a lot of mean comments I don’t know if I’m going to post anymore,en,115,False,,False,False,588,19,0,7098,8132,5,77300,9,2021-02-08 15:46:18
197,TikTok,DoordashGirl,7574966900392774942,2027-03-25 22:14:05.133000+00:00,Latest update on DoorDash girl a.k.a. Irlmonsterhighdoll aka Olivia. #doordashgirl #doordash #update #olivia #arrest ,en,114,False,,False,False,200700,3284,4312,2100000,52800,437,3400000,378,2025-11-20 18:20:19
198,TikTok,DoordashGirl,7564230781346860301,2027-02-24 07:12:34.885000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,120,False,,False,False,58,6,4,17500,6,0,68,13,2025-10-22 20:58:41
199,TikTok,DoordashGirl,7573632302937279799,2027-03-22 05:50:52.304000+00:00,Doordash girl has been arrested and charged for Unlawful surveillance and Dissemination of an unlawful surveillance image #truecrimetok#tiktoktea#doordash#doordashdriver#fired,en,114,False,,False,False,301,24,34,27800,10100,0,21400,72,2025-11-17 04:01:23
200,TikTok,DoordashGirl,7565832179272535351,2027-02-28 17:15:57.903000+00:00,The DoorDash Girl is back#DoorDashGirl #DoorDash #Sora #Ai #Trending,en,120,False,,False,False,22700,371,1360,960500,14000,9,372300,210,2025-10-27 04:32:56
201,TikTok,DoordashGirl,7576023656468385044,2027-03-28 20:13:15.415000+00:00,A ENTREGADORA QUE ENTREGOU ATÉ DEMAIS FOI PRESA?! #meme #noticias #memes #doordash #doordashgirl,pt,104,False,,False,False,21000,138,240,234400,500900,72,20300000,523,2025-11-23 14:41:04
202,TikTok,DoordashGirl,7562973393205710111,2027-02-20 19:56:10.191000+00:00,yall are weird #doordashgirl ,en,105,False,,False,False,1758,566,15,37500,347700,810,3100000,1716,2025-10-19 11:39:23
203,TikTok,DoordashGirl,7573522436553968909,2027-03-21 22:34:18.117000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #olivia ,en,114,False,,False,False,85,4,17,8050,12200,2,58400,41,2025-11-16 20:55:03
204,TikTok,DoordashGirl,7563125435974946056,2027-02-21 06:00:20.012000+00:00,Found it funny that some male creator came on here talking about how he respects that women are “holding her accountable” as if women have never infamously been victim blamers,en,114,False,,False,False,137100,4126,2629,1200000,51800,77,11600000,346,2025-10-19 21:29:23
205,TikTok,DoordashGirl,7582341803022601486,2027-04-15 06:39:18.939000+00:00,DoorDash girl has been sentenced #doordashgirl #viral #fypシ #outdoorboys #greenscreen ,en,114,False,,False,False,1750,38,126,45300,6000000,179,17500000,113,2025-12-10 15:18:42
206,TikTok,DoordashGirl,7575582421047905567,2027-03-27 14:59:56.693000+00:00,DoorDash Driver Claims SA Viral Drama #news #women #relationships #fyp #viral #friendship #reaction ,en,120,False,,False,False,67500,2167,1527,2400000,52400,10,816700,310,2025-11-22 10:08:51
207,TikTok,DoordashGirl,7563077257363770638,2027-02-21 02:48:53.336000+00:00,Lelele #slimerant #foryou #doordashgirl #southparkcraigtucker #asmr,mr,100,False,,False,False,23600,0,485,244700,1726,1140,111700,83,2025-10-19 18:22:25
208,TikTok,DoordashGirl,7563795555957148983,2027-02-23 02:23:09.066000+00:00,Thought of this in my head 💔 #fyp #doordash #marioodyssey #doordashgirl ,en,103,False,,False,False,20500,470,4313,104300,3593,2552,454800,722,2025-10-21 16:49:47
209,TikTok,DoordashGirl,7576815774464003359,2027-03-31 00:40:51.062000+00:00,Anyone elses fyp caught up in that?,en,110,False,,False,False,126,0,2,1696,314500,174,7300000,2666,2025-11-25 17:54:53
210,TikTok,DoordashGirl,7573425934112476446,2027-03-21 16:10:50.142000+00:00,#doordash #harassment #injustice ,un,110,False,,False,False,3466,382,41,22000,11800,75,2700000,1181,2025-11-16 14:40:34
211,TikTok,DoordashGirl,7562712925161524535,2027-02-20 02:41:09.770000+00:00,I cannot get behind “trust all women.” And being a woman who has been through abuse- I will still say that with my whole chest. #SA #doorDashGirl #doordash #accountability ,en,114,False,,False,False,22100,2270,257,418600,54100,2141,565400,53,2025-10-18 18:48:38
212,TikTok,DoordashGirl,7564373934473268535,2027-02-24 16:41:25.250000+00:00,DoorDash girl #sml #doordash #doordashgirl #funny #fyp ,en,104,False,,False,False,284300,4800,12300,6700000,12200,2820,2100000,158,2025-10-23 06:14:12
213,TikTok,DoordashGirl,7563378418708958494,2027-02-21 22:45:35.796000+00:00,#doordashgirl ,un,114,False,,False,False,23300,830,660,1100000,132900,117,1900000,426,2025-10-20 13:51:05
214,TikTok,DoordashGirl,7563717533480586510,2027-02-22 21:13:07.058000+00:00,I am the victim #Doordash #Doordashgirl #Victim,en,104,False,,False,False,53500,286,1537,809300,185,115,63500,21,2025-10-21 11:47:01
215,TikTok,DoordashGirl,7563521208168336654,2027-02-22 08:12:59.456000+00:00,#doordashgirl #doordashai #doordashproof ,un,114,False,,False,False,1006,320,38,74600,14000,5023,934400,1004,2025-10-20 23:05:11
216,TikTok,DoordashGirl,6924790379183131909,2022-04-26 18:44:42.781000+00:00,This is a draft btw #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,False,,False,False,779,18,2,9601,8132,5,77300,9,2021-02-02 16:03:21
217,TikTok,DoordashGirl,7573437726746365215,2027-03-21 16:57:41.725000+00:00,Women still tryna defend the DoorDash girl who got arrested  #CapCut #blacktiktok #funny #doordash #yap ,en,120,False,,False,False,247,29,5,11000,4384,694,525200,808,2025-11-16 15:26:20
218,TikTok,DoordashGirl,7562858972554792223,2027-02-20 12:21:30.182000+00:00,DoorDash girl doesn't change the fact we should believe all victims:/,en,114,False,,False,False,283,16,40,67000,9486,0,2049,26,2025-10-19 04:15:22
219,TikTok,DoordashGirl,7565680011286547767,2027-02-28 07:11:18.228000+00:00,"DoorDash girl @irlmonsterhighdoll posted a new video 10/26/25  She said she has irrefutable proof that the door was already open when she arrived to drop off the customer’s order. She said she did not enter his home and she did not open his door. ICYMI:  A DoorDash driver said when she dropped off a customer’s order, his door was wide open, he was in full view laying on the couch n*ked from the waist down. DoorDash deactivated her account (she was fired) as well as the customer’s account. #doordashgirl #irlmonsterhighdoll #doordashdriver #update #doordash ",en,114,False,,False,False,449,331,30,171200,106500,5153,11200000,1520,2025-10-26 18:42:26
220,TikTok,DoordashGirl,7587573477868080439,2027-04-29 17:08:07.422000+00:00,#stitch with @Trucker 💝Girl #omggggg #letstalkaboutit ,un,105,False,,False,False,1352,127,43,159100,5465,3615,85900,1546,2025-12-24 17:40:16
221,TikTok,DoordashGirl,7571264599723412766,2027-03-15 17:02:27.868000+00:00,DoorDash SA girl update and I am not switching sides #men #women #fyp ,en,114,False,,False,False,9267,720,75,208300,1400000,333,42100000,785,2025-11-10 18:53:30
222,TikTok,DoordashGirl,7574691960020061454,2027-03-25 04:01:34.240000+00:00,Ridiculous // edit: charged but not in jail,en,105,False,,False,False,5932,367,58,66500,344200,1861,16600000,4233,2025-11-20 00:33:24
223,TikTok,DoordashGirl,7565014030482525471,2027-02-26 11:04:56.031000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery #Doorbell camera Evidence ,en,120,False,,False,False,171,3,11,39900,8,0,225,16,2025-10-24 23:38:05
224,TikTok,DoordashGirl,7562591763072961806,2027-02-19 18:39:42.477000+00:00,#greenscreen @irlmonsterhighdoll #doordash #ubereats #doordashdriver #fooddelivery ,un,114,False,,False,False,47800,1600,1471,2500000,11800,1910,728900,444,2025-10-18 10:58:27
225,TikTok,DoordashGirl,7573637580667768095,2027-03-22 06:11:50.613000+00:00,#doordash ,un,120,False,,False,False,73,515,8,12000,4259,1185,840000,1917,2025-11-17 04:21:52
226,TikTok,DoordashGirl,7565398081798278455,2027-02-27 12:31:01+00:00,Replying to @Bob Bob Door bell camera footage of the DoorDash girl  #DoorDash #DoorDashGirl #Sora #Ai #trending ,en,104,False,,False,False,406,19,14,46900,2993,191,470900,51,2025-10-26 00:28:24
227,TikTok,DoordashGirl,7563338827666836758,2027-02-21 20:08:16.556000+00:00,thank you @Kurorotan for this drawing of doordash girl #wojak #doordashgirl #bluetoothSA #fyp #kindness ,en,100,False,,False,False,20200,535,2763,194900,231,85,20300,1,2025-10-20 11:17:27
228,TikTok,DoordashGirl,7283926858780003630,2025-01-11 19:24:51.950000+00:00,Replying to @Corey Livingston318 Did you order DoorDash today? #doordash #cute #foryoupage #foru #forupage #deliverygirl #goodmorning #tiktok #prettywoman #adulttok ,en,120,False,,False,False,183,3,3,6506,124000,47,630800,462,2023-09-28 12:16:18
229,TikTok,DoordashGirl,7564457999411023135,2027-02-24 22:15:27.893000+00:00,#stitch with @gwapanese ,un,114,False,,False,False,12700,463,179,171400,1600000,1285,162400000,4955,2025-10-23 11:40:24
230,TikTok,DoordashGirl,7573121775148600589,2027-03-20 20:02:12.994000+00:00,DoorDash girl UPDATE #doordashgirl #doordashgirlupdate #chismestiktok #chismesito ,en,105,False,,False,False,16700,708,618,483800,712300,5912,30600000,4316,2025-11-15 19:00:17
231,TikTok,DoordashGirl,7563186720783486238,2027-02-21 10:03:51.449000+00:00,THE DOOR DASH GIRL IS A VICTIM YES! #fyp #doordash #doordashgirl ,en,114,False,,False,False,2430,393,81,23300,246800,473,19300000,489,2025-10-20 01:27:12
232,TikTok,DoordashGirl,7566522190095486230,2027-03-02 14:57:49.303000+00:00,Ranking Best Door Dash Girl Sora Remakes #doordashgirl #sora #ai #sora2 #doordashlady #doordashlife #anime #imthevictim #ranking #disney #remake #fyp,en,100,False,,False,False,500300,1635,13600,9800000,258000,0,36300000,211,2025-10-29 01:10:31
233,TikTok,DoordashGirl,7573119015992773906,2027-03-20 19:51:15.160000+00:00,She did not deserve this #doordashgirl #doordash #arrested ,en,114,False,,False,False,6965,202,226,126500,67800,109,7100000,44,2025-11-15 18:49:34
234,TikTok,DoordashGirl,7562723991895461151,2027-02-20 03:25:08.285000+00:00,#stitch with @irlmonsterhighdoll #greenscreen #doordashgirl,un,114,False,,False,False,3098,605,134,528800,463000,148,18400000,2252,2025-10-18 19:31:34
235,TikTok,DoordashGirl,7584696621812780318,2027-04-21 18:36:31.489000+00:00,They found the DoorDash bandit so Fast!! #doordash #queshandadoordash #seafoodboil #staysakai #fyp,en,120,False,,False,False,89400,938,1959,1900000,11500,1,243200,89,2025-12-16 23:36:36
236,TikTok,DoordashGirl,7565234487114599702,2027-02-27 01:40:56.988000+00:00,kinda late ngl #tuskact4 #jjba #sbr #doordashgirl #steelballrun ,en,100,False,,False,False,18800,205,4991,103200,1393,744,122500,61,2025-10-25 13:53:35
237,TikTok,DoordashGirl,7573051744540822814,2027-03-20 15:23:56.396000+00:00,11/15/2025 Breaking News: Door Dash Girl Got Arrested and Johnathan Alpert Faulkner Focus Interview Discusses TDS Might Be Real but importantly Door Dash Girl Was Arrested #breakingnews #news #trump #doordashgirl #interview ,en,114,False,,False,False,21400,1039,2854,83500,639600,103,27100000,1649,2025-11-15 14:28:32
238,TikTok,DoordashGirl,7591151347878087991,2027-05-09 14:05:18.106000+00:00,The DoorDash Girl's Controversial Update: What You Need to Know! 🚪✨ #DoorDash #SocialMediaEthics #Awareness #Viral #fyp #foryou #legaltiktok #doordashgirl #irlmonsterhighdoll #kcspeaks,en,114,False,,False,False,61,4,0,6155,10100,0,17500,356,2026-01-03 09:04:14
239,TikTok,DoordashGirl,7563269502285188360,2027-02-21 15:32:48.097000+00:00,"it's not only about the door dash girl situation it's like this in general it honestly sickens me how easily men can victim blame and make sa/r pe jokes, most of these ppl didn't even see the original video 🫩#doordashgirl #doordash #fyp #awarness #xyzbca ",en,120,False,,False,False,18800,3819,531,269200,172,598,24200,6,2025-10-20 06:48:26
240,TikTok,DoordashGirl,7574862263643868447,2027-03-25 15:18:17.788000+00:00,Do you want to read DoorDash girls statement upon arrest?  #ForYouPage #Attorneylife #truecrimetiktok #doordash #doordashdriver ,en,114,False,,False,False,4774,417,128,95600,241000,958,1400000,1339,2025-11-20 11:34:16
241,TikTok,DoordashGirl,7600413570043628830,2027-06-04 03:30:03.954000+00:00,DoorDash girl will see a grand jury!! #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,False,,False,False,981,97,35,16900,241000,958,1400000,1339,2026-01-28 08:06:23
242,TikTok,DoordashGirl,7564111831648800030,2027-02-23 23:19:55.067000+00:00,TikTok text to speech is so bad bruh 😭✌️ #doordash #house #trending #texttospeech #viral ,en,114,False,,False,False,1417,350,68,299000,149,114,32000,22,2025-10-22 13:17:06
243,TikTok,DoordashGirl,7563743743505878327,2027-02-22 22:57:16.015000+00:00,DoorDash Girl you have an ally in me #feminism #doordash #amberheard #blakelively #women ,en,114,False,,False,False,572,197,13,8743,24300,253,4300000,298,2025-10-21 13:28:44
244,TikTok,DoordashGirl,7563018680628530446,2027-02-20 22:56:07.554000+00:00,#fypシ゚viral #viral #blowthisupforme #ftp #trending ,un,105,False,,False,False,4000000,33500,164000,36100000,203900,408,14600000,645,2025-10-19 14:35:07
245,TikTok,DoordashGirl,7562654587421723935,2027-02-19 22:49:20.969000+00:00,She IS a victim  I don’t know why the internet has turned against her…. Her phrasing that is was SA is incorrect but she still IS a VICTIM. Hold @DoorDash accountable. #fyp #doordash #doordashgirl ,en,114,False,,False,False,445,361,25,43000,246800,473,19300000,489,2025-10-18 15:02:15
246,TikTok,DoordashGirl,7574001328070937887,2027-03-23 06:17:14.752000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,False,,False,False,157,16,10,13600,10400,0,20200,68,2025-11-18 03:53:24
247,TikTok,DoordashGirl,7565453335919136013,2027-02-27 16:10:34.609000+00:00,Best one first 🥇 Door Dash Ring Camera Footage doordash response door dash girl doordashlady original doordash video door dash ring camera girl Door Dash#doordash#doordashgirl#sora#soraai#sora2 ,en,100,False,,False,False,908600,3479,46600,15300000,25600,5,1800000,149,2025-10-26 04:02:49
248,TikTok,DoordashGirl,7593685587182308639,2027-05-16 13:55:27.840000+00:00,@stormibabyy27 A stranger protected a stranger-and recorded everything. This is what courage looks like. #Humanity #ProtectEachOther #Courage #Community #ViralVideo,en,120,False,,False,False,16500,403,468,498800,10500,0,18000,13,2026-01-10 04:58:22
249,TikTok,DoordashGirl,7562984004148858132,2027-02-20 20:38:20.037000+00:00,Door dash SA Girl has Lied #fyp #doordashgirl #exposed ,en,114,False,,False,False,19900,758,457,553300,17900,533,1500000,3440,2025-10-19 12:20:33
250,TikTok,DoordashGirl,7573481048101670157,2027-03-21 19:49:50.341000+00:00,Replying to @PhasedSeaHorse ,un,114,False,,False,False,11500,1112,202,152100,700800,1444,36700000,1543,2025-11-16 18:14:27
251,TikTok,DoordashGirl,7573822643514641694,2027-03-22 18:27:13.034000+00:00,FREE HER  #doordash #fyp #trending #doordashgirl #survivor ,en,114,False,,False,False,535,0,9,5729,2077,245,230600,81,2025-11-17 16:20:01
252,TikTok,DoordashGirl,7573126546379083063,2027-03-20 20:21:10.544000+00:00,messed upppp,en,114,False,,False,False,18400,1354,469,147800,592,784,430600,1134,2025-11-15 19:18:48
253,TikTok,DoordashGirl,7574379233825393951,2027-03-24 07:18:54.505000+00:00,Doordash girl has been arrested and charged for Unlawful surveillance and Dissemination of an unlawful surveillance image #truecrimetok #tiktoktea #doordash #doordashdriver #fired ,en,114,False,,False,False,710,19,33,73000,11000,0,18100,74,2025-11-19 04:19:52
254,TikTok,DoordashGirl,7566298699811278094,2027-03-02 00:09:45.067000+00:00,The DoorDash girl finally breaks her silence,en,114,False,,False,False,53500,2262,567,956100,916400,25,53300000,1280,2025-10-28 10:43:16
255,TikTok,DoordashGirl,7581676395827580173,2027-04-13 10:35:13.501000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa,en,114,False,,False,False,160,8,12,21000,15100,0,69600,166,2025-12-08 20:16:35
256,TikTok,DoordashGirl,7573716261968842039,2027-03-22 11:24:29.697000+00:00,"You only get one time to lie to me sweetie and you lied and had everybody canceling door dash and calling them like they was tryna cover up a violent assault and silence you…. They fired you cause you filming people house and posting it online. This not about him being wrong, of course he was. It’s about people running to the internet to weaponize tiktokers to do they dirty work but don’t wanna tell the whole story. ",en,114,False,,False,False,2391,51,28,19300,352400,593,26400000,697,2025-11-17 09:27:12
257,TikTok,DoordashGirl,7566216611607170317,2027-03-01 18:43:33.714000+00:00,DoorDash Girl releases new footage - proving she never entered his home.#breakingnews#foryoufne ws#Doordash#fyp#doordashgirl Birtmonsterhighdoll  ,en,114,False,,False,False,132,42,12,52200,13900,16,141000,130,2025-10-28 05:24:43
258,TikTok,DoordashGirl,7580090197191281951,2027-04-09 01:32:14.276000+00:00,Here’s what happened at DoorDash Girls Arraignment #viralvideo #foryoupage #attorneylife #doordash #doordashgirl ,en,114,False,,False,False,7943,463,424,219500,241000,958,1400000,1339,2025-12-04 13:41:19
259,TikTok,DoordashGirl,7563552834789199134,2027-02-22 10:18:39.830000+00:00,don’t become a sheep!!! gather all information before forming a conclusion… people love gossip and confirmation bias more than logic and facts unfortunately #doordash #irlmonsterhighdoll #doordashgirl @irlmonsterhighdoll ,en,105,False,,False,False,24000,1260,266,328400,221600,8,22400000,217,2025-10-21 01:07:54
260,TikTok,DoordashGirl,7566284151289040141,2027-03-01 23:11:56.429000+00:00,DoorDash girl #doordash #sa #fyp #viralvideo ,en,114,False,,False,False,18,10,0,528,109,198,272,19,2025-10-28 09:46:49
261,TikTok,DoordashGirl,7593676233259470111,2027-05-16 13:18:17.691000+00:00,DoorDash Driver Seeks RefugeHomeowner Blocks ICE Without a Warrant #ice #warrant #doordasher #undocumentedimmigrants #breakingnews ,en,114,False,,False,False,708300,3690,13000,4800000,17600,0,809200,18,2026-01-10 04:22:05
262,TikTok,DoordashGirl,6924402564926688518,2022-04-25 17:03:40.657000+00:00,#doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou #foryoupage,un,120,False,,False,False,53500,233,35,351500,8132,5,77300,9,2021-02-01 14:58:26
263,TikTok,DoordashGirl,7583005989809474830,2027-04-17 02:38:33.409000+00:00,#doordash #doordashgirl ,un,114,False,,False,False,26200,371,462,174900,845200,994,53600000,2377,2025-12-12 10:16:05
264,TikTok,DoordashGirl,7563460702644522253,2027-02-22 04:12:33.815000+00:00,You predatory people keep defending that man and lying on that girl name! #doordashgirl #fyp ,en,114,False,,False,False,84,28,13,17800,7,3,1186,3,2025-10-20 19:10:23
265,TikTok,DoordashGirl,7547852710612143390,2027-01-10 02:31:58.532000+00:00,#doordash #sidehustle pretty girls door dash too 🤗,en,105,False,,False,False,468,38,0,10600,112700,25,959600,881,2025-09-08 17:43:24
266,TikTok,DoordashGirl,7573010842359172365,2027-03-20 12:41:24.556000+00:00,#doordashgirl ,un,114,False,,False,False,26000,932,231,189700,1700000,3309,36700000,3493,2025-11-15 11:49:48
267,TikTok,DoordashGirl,7565957546129870110,2027-03-01 01:34:07.691000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,114,False,,False,False,43400,3461,2418,3700000,11300,0,72300,37,2025-10-27 12:39:25
268,TikTok,DoordashGirl,7563561539022769439,2027-02-22 10:53:15.081000+00:00,DoorDash girl video #doordashgirl #sleepingman #mcdonalds #doordash #originalvideo ,en,120,False,,False,False,245,14,10,199600,720,0,9593,94,2025-10-21 01:41:41
269,TikTok,DoordashGirl,7561254247610797325,2027-02-16 02:04:53.941000+00:00,Update: I submitted my appeal but I didn’t even know what to explain in it because idk what the cause of deactivation I’m defending myself against is. They said they will respond within 7-10 business days. I contacted a third support agent who gave me a way to log into my doordash debit card account so I have access to those funds for now thankfully. It sucks cuz aside from everything I didn’t mind doordashing. It was a decent experience. 🤷‍♀,en,105,False,,False,False,3500000,71100,152100,31600000,204800,129,15200000,316,2025-10-14 20:28:13
270,TikTok,DoordashGirl,7566540927876074783,2027-03-02 16:12:16.738000+00:00,,un,105,False,,False,False,67,61,3,1438,621,5,37600,331,2025-10-29 02:23:14
271,TikTok,DoordashGirl,7574196642308427021,2027-03-23 19:13:21.295000+00:00,the door dash girl deserves justice. this is victim suppression. #relateable #doordash #doordashgirl ,en,114,False,,False,False,742,402,33,20400,14700,648,6300000,472,2025-11-18 16:31:19
272,TikTok,DoordashGirl,7574734500870049037,2027-03-25 06:50:36.769000+00:00,So Now We Konw #Doordashgirl Opened The Door Herself! #fyp #foryoupage #fypシ #fypシ゚viral #fy,en,120,False,,False,False,31100,1598,1997,778400,16700,29,63300,35,2025-11-20 03:18:29
273,TikTok,DoordashGirl,7582408253158477069,2027-04-15 11:03:21.886000+00:00,DoorDash Girl updates as the court case will be recorded.. #streamerclip #kickstreaming #fyp #meme #asmongold ,en,120,False,,False,False,942,24,40,41300,11300,3,94300,347,2025-12-10 19:36:34
274,TikTok,DoordashGirl,7565937684175277325,2027-03-01 00:15:12.232000+00:00,can’t have shi anymore😭🥀 #doordash #incident #sa #bro #fyp ,en,120,False,,False,False,392500,2928,11200,3800000,17400,4506,2400000,351,2025-10-27 11:22:20
275,TikTok,DoordashGirl,7563983522466188557,2027-02-23 14:50:03.774000+00:00,lol this story is insane #doordashdrama #doordashgirl #dramatic#fyp #fypシ #movie ,en,101,False,,False,False,23100,1721,828,640900,22600,7,153900,168,2025-10-22 04:59:12
276,TikTok,DoordashGirl,7563351459375500566,2027-02-21 20:58:28.190000+00:00,I'm done ,en,103,False,,False,False,6990,1048,317,733000,13400,3305,1000000,181,2025-10-20 12:06:28
277,TikTok,DoordashGirl,7563928754884480287,2027-02-23 11:12:26.165000+00:00,"Go watch @Crystal Alana video too, but that’s crazzzyy. It’s definitely giving that she does things and posts them with not a lot of thought.  #doordashgirl #tiktokdrama #doordash #sa #storytime ",en,120,False,,False,False,66900,847,3885,1200000,16100,9992,1700000,2664,2025-10-22 01:26:40
278,TikTok,DoordashGirl,7564179976392690966,2027-02-24 03:50:42.040000+00:00,bro was NOT the victim #thedoordashgirl #doordashgirl #meme #fyp #viral ,en,104,False,,False,False,22200,325,2578,341300,63600,741,9300000,811,2025-10-22 17:41:32
279,TikTok,DoordashGirl,7566687767023947026,2027-03-03 01:55:45.919000+00:00,Door Dash Ring Camera Footage. #doordashgirl #meme ,en,104,False,,False,False,22100,334,1911,448800,700100,96,45900000,1265,2025-10-29 11:53:03
280,TikTok,DoordashGirl,7580948190686350606,2027-04-11 10:21:35.866000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa  ,en,114,False,,False,False,622,18,56,53600,12100,0,8059,45,2025-12-06 21:10:46
281,TikTok,DoordashGirl,7564418029015092493,2027-02-24 19:36:38.208000+00:00,Doordash girl ringcam Girl is it true? #doordash #tiktokdrama #ringcamera #fullvideo #unmployed ,en,114,False,,False,False,22300,1836,310,1900000,228600,27,3400000,505,2025-10-23 09:05:18
282,TikTok,DoordashGirl,7564507316934970655,2027-02-25 01:31:26.107000+00:00,Replying to @crumpy spare me. I can disagree with how #doordash girl framed the situation leading people to believe she was physically assualted and that she posted that video of a man she said was unconscious and undressed on the internet. I wholeheartedly disagree with adding embellishments to strengthen your point. That is all. #doordashdrama #messytiktok,en,114,False,,False,False,1413,268,13,22200,200300,397,23100000,2183,2025-10-23 14:51:47
283,TikTok,DoordashGirl,7563038920380796190,2027-02-21 00:16:33.087000+00:00,Stop being weird - you know damn well what happened isn’t her fault!  #doordash #fyp #makaila #legaltiktok #ubereats ,en,114,False,,False,False,162900,10400,6981,1500000,6520,913,1200000,203,2025-10-19 15:53:39
284,TikTok,DoordashGirl,7574000956069645598,2027-03-23 06:15:46.060000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,False,,False,False,103,14,5,30700,10100,0,4566,94,2025-11-18 03:51:57
285,TikTok,DoordashGirl,7600780863105813791,2027-06-05 03:49:33.444000+00:00,So is DoorDash girl going to trial? #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,False,,False,False,322,22,2,4948,241000,958,1400000,1339,2026-01-29 07:51:40
286,TikTok,DoordashGirl,7575910563201436942,2027-03-28 12:43:51.879000+00:00,#dating #relationships #doordashgirl #goodguy #major ,un,107,False,,False,False,20700,983,510,750800,11300,0,52800,36,2025-11-23 07:22:12
287,TikTok,DoordashGirl,7564213440542149901,2027-02-24 06:03:40.515000+00:00,It’s a terrifying time to be a woman. #doordashgirl #sa #victim #socialmedia #women ,en,114,False,,False,False,357,46,12,6907,55100,63,8400000,1352,2025-10-22 19:51:24
288,TikTok,DoordashGirl,7585086892274715918,2027-04-22 20:27:19.218000+00:00,Such a joke  #fyp ,en,105,False,,False,False,150,16,2,4225,5647,11,3000000,1186,2025-12-18 00:51:03
289,TikTok,DoordashGirl,7574793694625271070,2027-03-25 10:45:49.660000+00:00,😁 To the people defending the doordash girl....#doordash #doordashgirl #reaction #fyp ,en,114,False,,False,False,482,49,1,4548,1332,328,45200,321,2025-11-20 07:08:11
290,TikTok,DoordashGirl,7563462150367218999,2027-02-22 04:18:18.979000+00:00,The footage that we all wanna see about the Door Dash girl  #DoorDashGirl #DoorDash #Sora #Ai #Trending ,en,104,False,,False,False,19600,286,1424,615100,2993,191,470900,51,2025-10-20 19:16:00
291,TikTok,DoordashGirl,7563329262569213206,2027-02-21 19:30:16.059000+00:00,#doordashgirl #fyp #relatable #funny,un,104,False,,False,False,20600,1187,522,227700,141,946,26800,41,2025-10-20 10:40:20
292,TikTok,DoordashGirl,7563749541585980727,2027-02-22 23:20:18.385000+00:00,U ain’t no victim ho 🫩✌️ #art #funny #lmao #fyp #trending ,en,104,False,,False,False,67700,1852,3218,2300000,635,326,74100,24,2025-10-21 13:51:14
293,TikTok,DoordashGirl,7564021301111786783,2027-02-23 17:20:10.905000+00:00,DOORDASHDRIVER ORIGINALVIDEO RELEASED!#breakingnews#foryou#news#Doordash#fyp ,en,114,False,,False,False,147000,2312,2911,4800000,13000,2,189000,84,2025-10-22 07:25:48
