source,tag,video_id,post_date_utc,description,text_language,category_type,is_aigc,aigc_description,collected,is_reviewing,likes,comments,shares,views,author_follower_count,author_following_count,author_total_likes,author_video_count
TikTok,DoordashGirl,7.56352E+18,2015-01-21T09:10:19.511000+00:00,#doordashgirl #doordashai #doordashproof ,un,114,FALSE,,FALSE,FALSE,1006,320,38,74600,14000,5023,934400,1004
TikTok,DoordashGirl,6.92479E+18,2015-01-19T15:51:43.401000+00:00,This is a draft btw #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,FALSE,,FALSE,FALSE,779,18,2,9601,8132,5,77300,9
TikTok,DoordashGirl,7.57344E+18,2015-01-21T09:48:48.380000+00:00,Women still tryna defend the DoorDash girl who got arrested  #CapCut #blacktiktok #funny #doordash #yap ,en,120,FALSE,,FALSE,FALSE,247,29,5,11000,4384,694,525200,808
TikTok,DoordashGirl,7.56286E+18,2015-01-21T09:07:45.322000+00:00,DoorDash girl doesn't change the fact we should believe all victims:/,en,114,FALSE,,FALSE,FALSE,283,16,40,67000,9486,0,2049,26
TikTok,DoordashGirl,7.56568E+18,2015-01-21T09:18:42.146000+00:00,"DoorDash girl @irlmonsterhighdoll posted a new video 10/26/25  She said she has irrefutable proof that the door was already open when she arrived to drop off the customer’s order. She said she did not enter his home and she did not open his door. ICYMI:  A DoorDash driver said when she dropped off a customer’s order, his door was wide open, he was in full view laying on the couch n*ked from the waist down. DoorDash deactivated her account (she was fired) as well as the customer’s account. #doordashgirl #irlmonsterhighdoll #doordashdriver #update #doordash ",en,114,FALSE,,FALSE,FALSE,449,331,30,171200,106500,5153,11200000,1520
TikTok,DoordashGirl,7.58757E+18,2015-01-21T10:43:39.616000+00:00,#stitch with @Trucker 💝Girl #omggggg #letstalkaboutit ,un,105,FALSE,,FALSE,FALSE,1352,127,43,159100,5465,3615,85900,1546
TikTok,DoordashGirl,7.57126E+18,2015-01-21T09:40:22.410000+00:00,DoorDash SA girl update and I am not switching sides #men #women #fyp ,en,114,FALSE,,FALSE,FALSE,9267,720,75,208300,1400000,333,42100000,785
TikTok,DoordashGirl,7.57469E+18,2015-01-21T09:53:40.404000+00:00,Ridiculous // edit: charged but not in jail,en,105,FALSE,,FALSE,FALSE,5932,367,58,66500,344200,1861,16600000,4233
TikTok,DoordashGirl,7.56501E+18,2015-01-21T09:16:07.085000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery #Doorbell camera Evidence ,en,120,FALSE,,FALSE,FALSE,171,3,11,39900,8,0,225,16
TikTok,DoordashGirl,7.56259E+18,2015-01-21T09:06:43.107000+00:00,#greenscreen @irlmonsterhighdoll #doordash #ubereats #doordashdriver #fooddelivery ,un,114,FALSE,,FALSE,FALSE,47800,1600,1471,2500000,11800,1910,728900,444
TikTok,DoordashGirl,7.57364E+18,2015-01-21T09:49:34.912000+00:00,#doordash ,un,120,FALSE,,FALSE,FALSE,73,515,8,12000,4259,1185,840000,1917
TikTok,DoordashGirl,7.5654E+18,2015-01-21T09:17:36.504000+00:00,Replying to @Bob Bob Door bell camera footage of the DoorDash girl  #DoorDash #DoorDashGirl #Sora #Ai #trending ,en,104,FALSE,,FALSE,FALSE,406,19,14,46900,2993,191,470900,51
TikTok,DoordashGirl,7.56334E+18,2015-01-21T09:09:37.047000+00:00,thank you @Kurorotan for this drawing of doordash girl #wojak #doordashgirl #bluetoothSA #fyp #kindness ,en,100,FALSE,,FALSE,FALSE,20200,535,2763,194900,231,85,20300,1
TikTok,DoordashGirl,7.28393E+18,2015-01-20T15:05:21.378000+00:00,Replying to @Corey Livingston318 Did you order DoorDash today? #doordash #cute #foryoupage #foru #forupage #deliverygirl #goodmorning #tiktok #prettywoman #adulttok ,en,120,FALSE,,FALSE,FALSE,183,3,3,6506,124000,47,630800,462
TikTok,DoordashGirl,7.56446E+18,2015-01-21T09:13:57.624000+00:00,#stitch with @gwapanese ,un,114,FALSE,,FALSE,FALSE,12700,463,179,171400,1600000,1285,162400000,4955
TikTok,DoordashGirl,7.57312E+18,2015-01-21T09:47:34.817000+00:00,DoorDash girl UPDATE #doordashgirl #doordashgirlupdate #chismestiktok #chismesito ,en,105,FALSE,,FALSE,FALSE,16700,708,618,483800,712300,5912,30600000,4316
TikTok,DoordashGirl,7.56319E+18,2015-01-21T09:09:01.632000+00:00,THE DOOR DASH GIRL IS A VICTIM YES! #fyp #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,2430,393,81,23300,246800,473,19300000,489
TikTok,DoordashGirl,7.56652E+18,2015-01-21T09:21:58.231000+00:00,Ranking Best Door Dash Girl Sora Remakes #doordashgirl #sora #ai #sora2 #doordashlady #doordashlife #anime #imthevictim #ranking #disney #remake #fyp,en,100,FALSE,,FALSE,FALSE,500300,1635,13600,9800000,258000,0,36300000,211
TikTok,DoordashGirl,7.57312E+18,2015-01-21T09:47:34.174000+00:00,She did not deserve this #doordashgirl #doordash #arrested ,en,114,FALSE,,FALSE,FALSE,6965,202,226,126500,67800,109,7100000,44
TikTok,DoordashGirl,7.56272E+18,2015-01-21T09:07:13.894000+00:00,#stitch with @irlmonsterhighdoll #greenscreen #doordashgirl,un,114,FALSE,,FALSE,FALSE,3098,605,134,528800,463000,148,18400000,2252
TikTok,DoordashGirl,7.5847E+18,2015-01-21T10:32:29.796000+00:00,They found the DoorDash bandit so Fast!! #doordash #queshandadoordash #seafoodboil #staysakai #fyp,en,120,FALSE,,FALSE,FALSE,89400,938,1959,1900000,11500,1,243200,89
TikTok,DoordashGirl,7.56523E+18,2015-01-21T09:16:58.415000+00:00,kinda late ngl #tuskact4 #jjba #sbr #doordashgirl #steelballrun ,en,100,FALSE,,FALSE,FALSE,18800,205,4991,103200,1393,744,122500,61
TikTok,DoordashGirl,7.57305E+18,2015-01-21T09:47:18.512000+00:00,11/15/2025 Breaking News: Door Dash Girl Got Arrested and Johnathan Alpert Faulkner Focus Interview Discusses TDS Might Be Real but importantly Door Dash Girl Was Arrested #breakingnews #news #trump #doordashgirl #interview ,en,114,FALSE,,FALSE,FALSE,21400,1039,2854,83500,639600,103,27100000,1649
TikTok,DoordashGirl,7.59115E+18,2015-01-21T10:57:32.654000+00:00,The DoorDash Girl's Controversial Update: What You Need to Know! 🚪✨ #DoorDash #SocialMediaEthics #Awareness #Viral #fyp #foryou #legaltiktok #doordashgirl #irlmonsterhighdoll #kcspeaks,en,114,FALSE,,FALSE,FALSE,61,4,0,6155,10100,0,17500,356
TikTok,DoordashGirl,7.56327E+18,2015-01-21T09:09:20.906000+00:00,"it's not only about the door dash girl situation it's like this in general it honestly sickens me how easily men can victim blame and make sa/r pe jokes, most of these ppl didn't even see the original video 🫩#doordashgirl #doordash #fyp #awarness #xyzbca ",en,120,FALSE,,FALSE,FALSE,18800,3819,531,269200,172,598,24200,6
TikTok,DoordashGirl,7.57486E+18,2015-01-21T09:54:20.056000+00:00,Do you want to read DoorDash girls statement upon arrest?  #ForYouPage #Attorneylife #truecrimetiktok #doordash #doordashdriver ,en,114,FALSE,,FALSE,FALSE,4774,417,128,95600,241000,958,1400000,1339
TikTok,DoordashGirl,7.60041E+18,2015-01-21T11:33:29.183000+00:00,DoorDash girl will see a grand jury!! #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,FALSE,,FALSE,FALSE,981,97,35,16900,241000,958,1400000,1339
TikTok,DoordashGirl,7.56411E+18,2015-01-21T09:12:37.026000+00:00,TikTok text to speech is so bad bruh 😭✌️ #doordash #house #trending #texttospeech #viral ,en,114,FALSE,,FALSE,FALSE,1417,350,68,299000,149,114,32000,22
TikTok,DoordashGirl,7.56374E+18,2015-01-21T09:11:11.324000+00:00,DoorDash Girl you have an ally in me #feminism #doordash #amberheard #blakelively #women ,en,114,FALSE,,FALSE,FALSE,572,197,13,8743,24300,253,4300000,298
TikTok,DoordashGirl,7.56302E+18,2015-01-21T09:08:22.507000+00:00,#fypシ゚viral #viral #blowthisupforme #ftp #trending ,un,105,FALSE,,FALSE,FALSE,4000000,33500,164000,36100000,203900,408,14600000,645
TikTok,DoordashGirl,7.56265E+18,2015-01-21T09:06:57.735000+00:00,She IS a victim  I don’t know why the internet has turned against her…. Her phrasing that is was SA is incorrect but she still IS a VICTIM. Hold @DoorDash accountable. #fyp #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,445,361,25,43000,246800,473,19300000,489
TikTok,DoordashGirl,7.574E+18,2015-01-21T09:50:59.604000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,FALSE,,FALSE,FALSE,157,16,10,13600,10400,0,20200,68
TikTok,DoordashGirl,7.56545E+18,2015-01-21T09:17:49.369000+00:00,Best one first 🥇 Door Dash Ring Camera Footage doordash response door dash girl doordashlady original doordash video door dash ring camera girl Door Dash#doordash#doordashgirl#sora#soraai#sora2 ,en,100,FALSE,,FALSE,FALSE,908600,3479,46600,15300000,25600,5,1800000,149
TikTok,DoordashGirl,7.59369E+18,2015-01-21T11:07:22.702000+00:00,@stormibabyy27 A stranger protected a stranger-and recorded everything. This is what courage looks like. #Humanity #ProtectEachOther #Courage #Community #ViralVideo,en,120,FALSE,,FALSE,FALSE,16500,403,468,498800,10500,0,18000,13
TikTok,DoordashGirl,7.56298E+18,2015-01-21T09:08:14.433000+00:00,Door dash SA Girl has Lied #fyp #doordashgirl #exposed ,en,114,FALSE,,FALSE,FALSE,19900,758,457,553300,17900,533,1500000,3440
TikTok,DoordashGirl,7.57348E+18,2015-01-21T09:48:58.467000+00:00,Replying to @PhasedSeaHorse ,un,114,FALSE,,FALSE,FALSE,11500,1112,202,152100,700800,1444,36700000,1543
TikTok,DoordashGirl,7.57382E+18,2015-01-21T09:50:18.001000+00:00,FREE HER  #doordash #fyp #trending #doordashgirl #survivor ,en,114,FALSE,,FALSE,FALSE,535,0,9,5729,2077,245,230600,81
TikTok,DoordashGirl,7.57313E+18,2015-01-21T09:47:35.928000+00:00,messed upppp,en,114,FALSE,,FALSE,FALSE,18400,1354,469,147800,592,784,430600,1134
TikTok,DoordashGirl,7.57438E+18,2015-01-21T09:52:27.592000+00:00,Doordash girl has been arrested and charged for Unlawful surveillance and Dissemination of an unlawful surveillance image #truecrimetok #tiktoktea #doordash #doordashdriver #fired ,en,114,FALSE,,FALSE,FALSE,710,19,33,73000,11000,0,18100,74
TikTok,DoordashGirl,7.5663E+18,2015-01-21T09:21:06.196000+00:00,The DoorDash girl finally breaks her silence,en,114,FALSE,,FALSE,FALSE,53500,2262,567,956100,916400,25,53300000,1280
TikTok,DoordashGirl,7.58168E+18,2015-01-21T10:20:46.595000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa,en,114,FALSE,,FALSE,FALSE,160,8,12,21000,15100,0,69600,166
TikTok,DoordashGirl,7.57372E+18,2015-01-21T09:49:53.232000+00:00,"You only get one time to lie to me sweetie and you lied and had everybody canceling door dash and calling them like they was tryna cover up a violent assault and silence you…. They fired you cause you filming people house and posting it online. This not about him being wrong, of course he was. It’s about people running to the internet to weaponize tiktokers to do they dirty work but don’t wanna tell the whole story. ",en,114,FALSE,,FALSE,FALSE,2391,51,28,19300,352400,593,26400000,697
TikTok,DoordashGirl,7.56622E+18,2015-01-21T09:20:47.083000+00:00,DoorDash Girl releases new footage - proving she never entered his home.#breakingnews#foryoufne ws#Doordash#fyp#doordashgirl Birtmonsterhighdoll  ,en,114,FALSE,,FALSE,FALSE,132,42,12,52200,13900,16,141000,130
TikTok,DoordashGirl,7.58009E+18,2015-01-21T10:14:37.279000+00:00,Here’s what happened at DoorDash Girls Arraignment #viralvideo #foryoupage #attorneylife #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,7943,463,424,219500,241000,958,1400000,1339
TikTok,DoordashGirl,7.56355E+18,2015-01-21T09:10:26.874000+00:00,don’t become a sheep!!! gather all information before forming a conclusion… people love gossip and confirmation bias more than logic and facts unfortunately #doordash #irlmonsterhighdoll #doordashgirl @irlmonsterhighdoll ,en,105,FALSE,,FALSE,FALSE,24000,1260,266,328400,221600,8,22400000,217
TikTok,DoordashGirl,7.56628E+18,2015-01-21T09:21:02.809000+00:00,DoorDash girl #doordash #sa #fyp #viralvideo ,en,114,FALSE,,FALSE,FALSE,18,10,0,528,109,198,272,19
TikTok,DoordashGirl,7.59368E+18,2015-01-21T11:07:20.525000+00:00,DoorDash Driver Seeks RefugeHomeowner Blocks ICE Without a Warrant #ice #warrant #doordasher #undocumentedimmigrants #breakingnews ,en,114,FALSE,,FALSE,FALSE,708300,3690,13000,4800000,17600,0,809200,18
TikTok,DoordashGirl,6.9244E+18,2015-01-19T15:50:13.106000+00:00,#doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou #foryoupage,un,120,FALSE,,FALSE,FALSE,53500,233,35,351500,8132,5,77300,9
TikTok,DoordashGirl,7.58301E+18,2015-01-21T10:25:56.165000+00:00,#doordash #doordashgirl ,un,114,FALSE,,FALSE,FALSE,26200,371,462,174900,845200,994,53600000,2377
TikTok,DoordashGirl,7.56346E+18,2015-01-21T09:10:05.423000+00:00,You predatory people keep defending that man and lying on that girl name! #doordashgirl #fyp ,en,114,FALSE,,FALSE,FALSE,84,28,13,17800,7,3,1186,3
TikTok,DoordashGirl,7.54785E+18,2015-01-21T08:09:31.404000+00:00,#doordash #sidehustle pretty girls door dash too 🤗,en,105,FALSE,,FALSE,FALSE,468,38,0,10600,112700,25,959600,881
TikTok,DoordashGirl,7.57301E+18,2015-01-21T09:47:08.988000+00:00,#doordashgirl ,un,114,FALSE,,FALSE,FALSE,26000,932,231,189700,1700000,3309,36700000,3493
TikTok,DoordashGirl,7.56596E+18,2015-01-21T09:19:46.765000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,114,FALSE,,FALSE,FALSE,43400,3461,2418,3700000,11300,0,72300,37
TikTok,DoordashGirl,7.56356E+18,2015-01-21T09:10:28.901000+00:00,DoorDash girl video #doordashgirl #sleepingman #mcdonalds #doordash #originalvideo ,en,120,FALSE,,FALSE,FALSE,245,14,10,199600,720,0,9593,94
TikTok,DoordashGirl,7.56125E+18,2015-01-21T09:01:31.693000+00:00,Update: I submitted my appeal but I didn’t even know what to explain in it because idk what the cause of deactivation I’m defending myself against is. They said they will respond within 7-10 business days. I contacted a third support agent who gave me a way to log into my doordash debit card account so I have access to those funds for now thankfully. It sucks cuz aside from everything I didn’t mind doordashing. It was a decent experience. 🤷‍♀,en,105,FALSE,,FALSE,FALSE,3500000,71100,152100,31600000,204800,129,15200000,316
TikTok,DoordashGirl,7.56654E+18,2015-01-21T09:22:02.594000+00:00,,un,105,FALSE,,FALSE,FALSE,67,61,3,1438,621,5,37600,331
TikTok,DoordashGirl,7.5742E+18,2015-01-21T09:51:45.079000+00:00,the door dash girl deserves justice. this is victim suppression. #relateable #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,742,402,33,20400,14700,648,6300000,472
TikTok,DoordashGirl,7.57473E+18,2015-01-21T09:53:50.309000+00:00,So Now We Konw #Doordashgirl Opened The Door Herself! #fyp #foryoupage #fypシ #fypシ゚viral #fy,en,120,FALSE,,FALSE,FALSE,31100,1598,1997,778400,16700,29,63300,35
TikTok,DoordashGirl,7.58241E+18,2015-01-21T10:23:36.994000+00:00,DoorDash Girl updates as the court case will be recorded.. #streamerclip #kickstreaming #fyp #meme #asmongold ,en,120,FALSE,,FALSE,FALSE,942,24,40,41300,11300,3,94300,347
TikTok,DoordashGirl,7.56594E+18,2015-01-21T09:19:42.140000+00:00,can’t have shi anymore😭🥀 #doordash #incident #sa #bro #fyp ,en,120,FALSE,,FALSE,FALSE,392500,2928,11200,3800000,17400,4506,2400000,351
TikTok,DoordashGirl,7.56398E+18,2015-01-21T09:12:07.152000+00:00,lol this story is insane #doordashdrama #doordashgirl #dramatic#fyp #fypシ #movie ,en,101,FALSE,,FALSE,FALSE,23100,1721,828,640900,22600,7,153900,168
TikTok,DoordashGirl,7.56335E+18,2015-01-21T09:09:39.988000+00:00,I'm done ,en,103,FALSE,,FALSE,FALSE,6990,1048,317,733000,13400,3305,1000000,181
TikTok,DoordashGirl,7.56393E+18,2015-01-21T09:11:54.400000+00:00,"Go watch @Crystal Alana video too, but that’s crazzzyy. It’s definitely giving that she does things and posts them with not a lot of thought.  #doordashgirl #tiktokdrama #doordash #sa #storytime ",en,120,FALSE,,FALSE,FALSE,66900,847,3885,1200000,16100,9992,1700000,2664
TikTok,DoordashGirl,7.56418E+18,2015-01-21T09:12:52.892000+00:00,bro was NOT the victim #thedoordashgirl #doordashgirl #meme #fyp #viral ,en,104,FALSE,,FALSE,FALSE,22200,325,2578,341300,63600,741,9300000,811
TikTok,DoordashGirl,7.56669E+18,2015-01-21T09:22:36.783000+00:00,Door Dash Ring Camera Footage. #doordashgirl #meme ,en,104,FALSE,,FALSE,FALSE,22100,334,1911,448800,700100,96,45900000,1265
TikTok,DoordashGirl,7.58095E+18,2015-01-21T10:17:57.046000+00:00,What the judge said to the DoorDash girl was absolutely diabolical!! #doordash #dramaticmoments #courtroom #guiltyconscience #breakingnewsusa  ,en,114,FALSE,,FALSE,FALSE,622,18,56,53600,12100,0,8059,45
TikTok,DoordashGirl,7.56442E+18,2015-01-21T09:13:48.318000+00:00,Doordash girl ringcam Girl is it true? #doordash #tiktokdrama #ringcamera #fullvideo #unmployed ,en,114,FALSE,,FALSE,FALSE,22300,1836,310,1900000,228600,27,3400000,505
TikTok,DoordashGirl,7.56451E+18,2015-01-21T09:14:09.107000+00:00,Replying to @crumpy spare me. I can disagree with how #doordash girl framed the situation leading people to believe she was physically assualted and that she posted that video of a man she said was unconscious and undressed on the internet. I wholeheartedly disagree with adding embellishments to strengthen your point. That is all. #doordashdrama #messytiktok,en,114,FALSE,,FALSE,FALSE,1413,268,13,22200,200300,397,23100000,2183
TikTok,DoordashGirl,7.56304E+18,2015-01-21T09:08:27.219000+00:00,Stop being weird - you know damn well what happened isn’t her fault!  #doordash #fyp #makaila #legaltiktok #ubereats ,en,114,FALSE,,FALSE,FALSE,162900,10400,6981,1500000,6520,913,1200000,203
TikTok,DoordashGirl,7.574E+18,2015-01-21T09:50:59.517000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,FALSE,,FALSE,FALSE,103,14,5,30700,10100,0,4566,94
TikTok,DoordashGirl,7.60078E+18,2015-01-21T11:34:54.700000+00:00,So is DoorDash girl going to trial? #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,FALSE,,FALSE,FALSE,322,22,2,4948,241000,958,1400000,1339
TikTok,DoordashGirl,7.57591E+18,2015-01-21T09:58:24.132000+00:00,#dating #relationships #doordashgirl #goodguy #major ,un,107,FALSE,,FALSE,FALSE,20700,983,510,750800,11300,0,52800,36
TikTok,DoordashGirl,7.56421E+18,2015-01-21T09:13:00.684000+00:00,It’s a terrifying time to be a woman. #doordashgirl #sa #victim #socialmedia #women ,en,114,FALSE,,FALSE,FALSE,357,46,12,6907,55100,63,8400000,1352
TikTok,DoordashGirl,7.58509E+18,2015-01-21T10:34:00.663000+00:00,Such a joke  #fyp ,en,105,FALSE,,FALSE,FALSE,150,16,2,4225,5647,11,3000000,1186
TikTok,DoordashGirl,7.57479E+18,2015-01-21T09:54:04.091000+00:00,😁 To the people defending the doordash girl....#doordash #doordashgirl #reaction #fyp ,en,114,FALSE,,FALSE,FALSE,482,49,1,4548,1332,328,45200,321
TikTok,DoordashGirl,7.56346E+18,2015-01-21T09:10:05.760000+00:00,The footage that we all wanna see about the Door Dash girl  #DoorDashGirl #DoorDash #Sora #Ai #Trending ,en,104,FALSE,,FALSE,FALSE,19600,286,1424,615100,2993,191,470900,51
TikTok,DoordashGirl,7.56333E+18,2015-01-21T09:09:34.820000+00:00,#doordashgirl #fyp #relatable #funny,un,104,FALSE,,FALSE,FALSE,20600,1187,522,227700,141,946,26800,41
TikTok,DoordashGirl,7.56375E+18,2015-01-21T09:11:12.674000+00:00,U ain’t no victim ho 🫩✌️ #art #funny #lmao #fyp #trending ,en,104,FALSE,,FALSE,FALSE,67700,1852,3218,2300000,635,326,74100,24
TikTok,DoordashGirl,7.56402E+18,2015-01-21T09:12:15.948000+00:00,DOORDASHDRIVER ORIGINALVIDEO RELEASED!#breakingnews#foryou#news#Doordash#fyp ,en,114,FALSE,,FALSE,FALSE,147000,2312,2911,4800000,13000,2,189000,84
TikTok,DoordashGirl,7.56575E+18,2015-01-21T09:18:58.480000+00:00,Although this isn't definitive proof that she broke into his house This could definitely be used against her as evidence in court. #doordash  #doordashgirl   #greenscreen #greenscreenvideo ,en,114,FALSE,,FALSE,FALSE,486,43,18,33300,11700,9998,800400,5817
TikTok,DoordashGirl,7.56459E+18,2015-01-21T09:14:28.279000+00:00,lol this story is insane #doordashdrama #doordashgirl #dramatic,en,120,FALSE,,FALSE,FALSE,1469,48,56,209700,9765,0,1745,9
TikTok,DoordashGirl,7.5627E+18,2015-01-21T09:07:08.013000+00:00,"#doordash #dasher #doordashgirl #sa #fyp  I really wish we could get the story from the man’s point of view! I’m sure by now he knows of it!! If anyone has come across anything please let me know! Thank you to the person who commented the original video and where to find it, sorry I didn’t grab your name, and thanks to the person who had the original video! All credit goes to them. I’m just sharing my thoughts. ",en,114,FALSE,,FALSE,FALSE,27500,4420,1103,1600000,9708,7798,118800,894
TikTok,DoordashGirl,7.5639E+18,2015-01-21T09:11:48.802000+00:00,this feels like a fever dream bc what… first part of the video from @tvb✷ #foryou #fyp #doordash #doordashgirl #trending ,en,120,FALSE,,FALSE,FALSE,109100,8796,1865,1200000,994,318,666400,150
TikTok,DoordashGirl,7.59746E+18,2015-01-21T11:22:02.352000+00:00,DoorDash Girl Update 1 #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,FALSE,,FALSE,FALSE,1344,136,34,21000,241000,958,1400000,1339
TikTok,DoordashGirl,7.56368E+18,2015-01-21T09:10:56.433000+00:00,Replying to @Tash #greenscreen #doordashgirl #viral #trending ,un,114,FALSE,,FALSE,FALSE,2511,478,161,299200,132900,117,1900000,426
TikTok,DoordashGirl,7.56348E+18,2015-01-21T09:10:10.086000+00:00,,en,120,FALSE,,FALSE,FALSE,548,46,2,13200,110,186,14300,69
TikTok,DoordashGirl,7.56298E+18,2015-01-21T09:08:12.399000+00:00,Doordash girl original video #unmployed #doordash #tiktokdrama #doordashdriver #sa ,en,114,FALSE,,FALSE,FALSE,1591,262,61,302700,228600,27,3400000,505
